Date,Product,Sales,Production,Factory_Issue,Delivery,Sub-Group,Sales_lag_1,Sales_lag_2,Sales_lag_3,Sales_lag_7,Sales_lag_14,Sales_lag_21,Sales_lag_28,Sales_rolling_mean_7,Sales_rolling_std_7,Sales_rolling_min_7,Sales_rolling_max_7,Sales_rolling_mean_14,Sales_rolling_std_14,Sales_rolling_min_14,Sales_rolling_max_14,Sales_rolling_mean_30,Sales_rolling_std_30,Sales_rolling_min_30,Sales_rolling_max_30,Production_lag_1,Production_lag_7,Production_lag_14,Production_rolling_mean_7,Production_rolling_std_7,Production_rolling_min_7,Production_rolling_max_7,Production_rolling_mean_14,Production_rolling_std_14,Production_rolling_min_14,Production_rolling_max_14,Factory_Issue_lag_1,Factory_Issue_lag_7,Factory_Issue_lag_14,Delivery_lag_1,Delivery_lag_7,Delivery_lag_14,Sales_pct_change_1,Sales_pct_change_7,Sales_momentum_7,Sales_momentum_14,Sales_trend_7_14,day_of_week,day_of_month,week_of_year,month,quarter,day_of_week_sin,day_of_week_cos,day_of_month_sin,day_of_month_cos,month_sin,month_cos,is_weekend,day_of_year,product_total_volume,product_avg_daily,product_std_daily,product_cv,product_activity_freq,group_A,group_M,group_P,group_S,daily_avg_all_products,sales_relative_to_avg,daily_total_all_products,market_share,production_sales_ratio,delivery_sales_ratio,factory_issue_rate,inventory_proxy,target_7d_sum,target_7d_avg,target_7d_max,target_14d_sum,target_14d_avg,target_14d_max,target_30d_sum,target_30d_avg,target_30d_max
2023-02-09,AT5X5K,1862.0,0,550.0,945.0,AT,569.0,1082.0,1440.0,307.0,1211.0,1457.0,2020.0,843.5714285714286,663.081658405876,0.0,1862.0,822.9571428571429,830.9332443003569,0.0,2444.0,1009.2666666666667,822.5476610583994,0.0,2632.0,0.0,2000.0,0.0,500.0,707.1067811865476,0.0,2000.0,721.4285714285714,738.1667222857643,0.0,2000.0,1373.0,60.0,595.0,742.0,197.0,334.0,2.272407732864675,5.06514657980456,1018.4285714285714,1039.042857142857,1.0250490379336983,3,9,6,2,1,0.43388373911755823,-0.900968867902419,0.9680771188662043,-0.2506525322587204,0.8660254037844386,0.5000000000000001,0,40,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,4265.857142857143,0.4364890659035054,59722.0,0.031177790428465593,0.0,0.5075187967199147,550000000.0,-458.7999999999993,9939.0,1419.857142857143,3623.0,16099.0,1149.9285714285713,3623.0,25738.6,857.9533333333333,3623.0
2023-02-10,AT5X5K,0.0,1000,1650.0,843.0,AT,1862.0,569.0,1082.0,0.0,0.0,0.0,0.0,843.5714285714286,663.081658405876,0.0,1862.0,822.9571428571429,830.9332443003569,0.0,2444.0,960.8333333333334,838.1486430318264,0.0,2632.0,0.0,2000.0,0.0,357.14285714285717,377.96447300922733,0.0,1000.0,792.8571428571429,710.8654375686507,0.0,2000.0,550.0,330.0,1080.0,945.0,221.0,837.0,-1.0,0.0,-843.5714285714286,-822.9571428571429,1.0250490379336983,4,10,6,2,1,-0.433883739117558,-0.9009688679024191,0.8978045395707416,-0.4403941515576344,0.8660254037844386,0.5000000000000001,0,41,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,0.0,0.0,0.0,0.0,1000000000.0,843000000.0,1.64999999835,541.2000000000007,9939.0,1419.857142857143,3623.0,16099.0,1149.9285714285713,3623.0,26428.6,880.9533333333333,3623.0
2023-02-11,AT5X5K,1475.0,1000,730.0,1170.0,AT,0.0,1862.0,569.0,220.0,15.0,507.0,338.6,1022.8571428571429,635.4684436359875,0.0,1862.0,927.2428571428572,813.1590219293242,0.0,2444.0,942.6666666666666,820.1121409162048,0.0,2632.0,1000.0,500.0,0.0,428.57142857142856,449.8677054212188,0.0,1000.0,864.2857142857143,674.3739465461421,0.0,2000.0,1650.0,230.0,455.0,843.0,195.4,424.0,0.0,5.704545454545454,452.1428571428571,547.7571428571428,1.1031167658770522,5,11,6,2,1,-0.9749279121818236,-0.2225209339563146,0.7907757369376989,-0.6121059825476626,0.8660254037844386,0.5000000000000001,1,42,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,449.64285714285717,3.280381247668731,6295.0,0.23431294674593917,0.6779661012352771,0.7932203384452743,0.72999999927,66.20000000000073,8475.0,1210.7142857142858,3623.0,14632.0,1045.142857142857,3623.0,25278.6,842.62,3623.0
2023-02-12,AT5X5K,1528.0,1000,1675.0,1518.0,AT,1475.0,0.0,1862.0,732.0,2444.0,1161.0,2632.0,1136.5714285714287,645.8812731823244,0.0,1862.0,861.8142857142858,712.3300378736974,0.0,2101.0,993.6,806.8906331053196,0.0,2632.0,1000.0,500.0,1500.0,500.0,500.0000000000001,0.0,1000.0,828.5714285714286,650.9502774684582,0.0,2000.0,730.0,340.0,710.0,1170.0,445.0,1132.0,0.03593220338983061,1.0874316939890711,391.42857142857133,666.1857142857142,1.3188124704971758,6,12,6,2,1,-0.7818314824680299,0.6234898018587334,0.6513724827222223,-0.758758122692791,0.8660254037844386,0.5000000000000001,1,43,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,6343.714285714285,0.2408683510857524,88812.0,0.01720488222292928,0.6544502613517995,0.9934554967320317,1.674999998325,-461.7999999999993,8044.0,1149.142857142857,3623.0,14028.0,1002.0,3623.0,24153.6,805.12,3623.0
2023-02-13,AT5X5K,1765.0,2000,650.0,735.0,AT,1528.0,1475.0,0.0,1440.0,569.0,1120.0,2303.0,1183.0,681.9995112412726,0.0,1862.0,947.2428571428572,745.4588021576284,0.0,2101.0,1041.1466666666665,808.9864820205305,0.0,2632.0,1000.0,500.0,1200.0,714.2857142857143,755.9289460184544,0.0,2000.0,885.7142857142857,717.7498416334442,0.0,2000.0,1675.0,1060.0,1420.0,1518.0,913.0,1406.0,0.15510471204188492,0.22569444444444442,582.0,817.7571428571428,1.2488877480896112,0,13,7,2,1,0.0,1.0,0.48530196253108104,-0.8743466161445821,0.8660254037844386,0.5000000000000001,0,44,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,5031.791642857141,0.35076969098168614,70445.08299999997,0.02505497793188697,1.1331444752786717,0.41643059466491184,0.3249999998375,-226.79999999999927,8532.0,1218.857142857143,3623.0,13121.0,937.2142857142857,3623.0,22438.6,747.9533333333333,3623.0
2023-02-14,AT5X5K,3623.0,1500,1303.0,1401.0,AT,1765.0,1528.0,1475.0,1082.0,2101.0,864.0,1746.0,1546.0,1141.0343260977447,0.0,3623.0,1055.957142857143,995.6548805177935,0.0,3623.0,1074.1799999999998,892.1444716002541,0.0,3623.0,2000.0,0.0,1200.0,928.5714285714286,731.9250547114,0.0,2000.0,907.1428571428571,732.1877498967735,0.0,2000.0,650.0,1290.0,990.0,735.0,1370.0,767.0,1.0526912181303114,2.3484288354898335,2077.0,2567.042857142857,1.4640745687394612,1,14,7,2,1,0.7818314824680298,0.6234898018587336,0.29936312297335804,-0.9541392564000488,0.8660254037844386,0.5000000000000001,0,45,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,8187.539712732918,0.4425016704252635,114625.55597826085,0.03160726217681778,0.41402152900523836,0.3866961080908926,0.8686666660875555,-2349.7999999999993,4909.0,701.2857142857143,2253.0,10337.0,738.3571428571429,2434.0,18943.0,631.4333333333333,2989.0
2023-02-15,AT5X5K,1213.2,1500,1726.0,1693.0,AT,3623.0,1765.0,1528.0,569.0,180.4,247.0,1697.0,1638.0285714285715,1073.0562298318546,0.0,3623.0,1129.7285714285715,963.5354054638667,0.0,3623.0,1037.8533333333332,862.0638858369882,0.0,3623.0,1500.0,0.0,700.0,1142.857142857143,626.7831705280088,0.0,2000.0,964.2857142857143,745.8677371482698,0.0,2000.0,1303.0,1373.0,1450.0,1401.0,742.0,1593.0,-0.6651393872481368,1.1321616871704747,-424.8285714285714,83.47142857142853,1.449931082036201,2,15,7,2,1,0.9749279121818236,-0.22252093395631434,0.10116832198743272,-0.994869323391895,0.8660254037844386,0.5000000000000001,0,46,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,3598.4923545548663,0.3371411914012339,50378.89296376813,0.024081513677730808,1.2363996033330038,1.3954830189618503,1.1506666658995555,-2062.999999999999,6129.8,875.6857142857143,2434.0,9271.6,662.2571428571429,2434.0,17729.800000000003,590.9933333333335,2989.0
2023-02-16,AT5X5K,334.8,2500,1860.0,1869.0,AT,1213.2,3623.0,1765.0,1862.0,307.0,1211.0,1457.0,1419.857142857143,1170.7368147981897,0.0,3623.0,1131.7142857142858,961.7364158782666,0.0,3623.0,990.8133333333333,860.5912080670466,0.0,3623.0,1500.0,0.0,2000.0,1500.0,577.3502691896257,1000.0,2500.0,1000.0,808.6075400626394,0.0,2500.0,1726.0,550.0,60.0,1693.0,945.0,197.0,-0.7240356083086054,-0.8201933404940924,-1085.057142857143,-796.9142857142858,1.2546074212594984,3,16,7,2,1,0.43388373911755823,-0.900968867902419,-0.10116832198743204,-0.9948693233918952,0.8660254037844386,0.5000000000000001,0,47,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,4099.046212905452,0.08167753729251379,57386.646980676334,0.005834109807929749,7.4671445416154585,5.582437259311717,0.7439999997024,102.20000000000073,6160.0,880.0,2434.0,11925.800000000001,851.8428571428573,2989.0,17405.0,580.1666666666666,2989.0
2023-02-17,AT5X5K,0.0,2500,750.0,582.0,AT,334.8,1213.2,3623.0,0.0,0.0,0.0,0.0,1419.857142857143,1170.7368147981897,0.0,3623.0,1131.7142857142858,961.7364158782666,0.0,3623.0,934.2466666666666,868.3102380320436,0.0,3623.0,2500.0,1000.0,2000.0,1714.2857142857142,636.2090102803517,1000.0,2500.0,1035.7142857142858,865.2319767706074,0.0,2500.0,1860.0,1650.0,330.0,1869.0,843.0,221.0,-1.0,0.0,-1419.857142857143,-1131.7142857142858,1.2546074212594984,4,17,7,2,1,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488,0.8660254037844386,0.5000000000000001,0,48,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,0.0,0.0,0.0,0.0,2500000000.0,582000000.0,0.29999999988000003,2602.2000000000007,6160.0,880.0,2434.0,11925.800000000001,851.8428571428573,2989.0,17654.0,588.4666666666667,2989.0
2023-02-18,AT5X5K,11.0,1000,780.0,906.0,AT,0.0,334.8,1213.2,1475.0,220.0,15.0,507.0,1210.7142857142858,1284.484378299417,0.0,3623.0,1116.7857142857144,978.4539467619651,0.0,3623.0,886.0466666666666,878.367089521245,0.0,3623.0,2500.0,1000.0,500.0,1714.2857142857142,636.2090102803517,1000.0,2500.0,1071.4285714285713,851.6306272526397,0.0,2500.0,750.0,730.0,230.0,582.0,1170.0,195.4,0.0,-0.9925423728813559,-1199.7142857142858,-1105.7857142857144,1.08410617107915,5,18,7,2,1,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822,0.8660254037844386,0.5000000000000001,1,49,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,590.2856449275362,0.01863504572047542,8263.999028985507,0.0013310746964135705,90.90908264462885,82.36362887603374,0.77999999922,3591.2000000000007,6157.0,879.5714285714286,2434.0,11949.800000000001,853.5571428571429,2989.0,17783.0,592.7666666666667,2989.0
2023-02-19,AT5X5K,1097.0,1000,0.0,379.0,AT,11.0,0.0,334.8,1528.0,732.0,2444.0,1161.0,1149.142857142857,1277.0489508461076,0.0,3623.0,1142.857142857143,972.2556245969678,0.0,3623.0,922.6133333333332,862.906926588275,0.0,3623.0,1000.0,1000.0,500.0,1714.2857142857142,636.2090102803517,1000.0,2500.0,1107.142857142857,836.1673422083784,0.0,2500.0,780.0,1675.0,340.0,906.0,1518.0,445.0,98.72727272727273,-0.2820680628272252,-52.14285714285711,-45.85714285714289,1.0054999991201874,6,19,7,2,1,-0.7818314824680299,0.6234898018587334,-0.651372482722222,-0.7587581226927911,0.8660254037844386,0.5000000000000001,1,50,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,4401.570427449966,0.24922922802948622,61621.98598429952,0.017802087720147467,0.9115770274279151,0.3454876933951798,0.0,3494.2000000000007,5984.0,854.8571428571429,2434.0,12419.800000000001,887.1285714285715,2989.0,16868.0,562.2666666666667,2989.0
2023-02-20,AT5X5K,2253.0,1000,920.0,1234.0,AT,1097.0,11.0,0.0,1765.0,1440.0,569.0,1120.0,1218.857142857143,1328.5533571735627,0.0,3623.0,1200.9285714285713,1014.7210381551797,0.0,3623.0,980.8133333333333,892.2891829575143,0.0,3623.0,1000.0,2000.0,500.0,1571.4285714285713,672.5927091345493,1000.0,2500.0,1142.857142857143,818.7366306265218,0.0,2500.0,0.0,650.0,1060.0,379.0,735.0,913.0,1.0537830446672745,0.276487252124646,1034.142857142857,1052.0714285714287,1.0149289232017484,0,20,8,2,1,0.0,1.0,-0.7907757369376986,-0.6121059825476627,0.8660254037844386,0.5000000000000001,0,51,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,3598.454906487233,0.6261020515533564,50378.36869082126,0.04472157512249431,0.44385264072620834,0.5477141586561411,0.91999999908,2241.2000000000007,4589.0,655.5714285714286,2434.0,10606.800000000001,757.6285714285715,2989.0,15192.0,506.4,2989.0
2023-02-21,AT5X5K,0.0,0,960.0,1058.0,AT,2253.0,1097.0,11.0,3623.0,1082.0,2101.0,864.0,701.2857142857143,858.3776081045216,0.0,2253.0,1123.642857142857,1064.4618175861929,0.0,3623.0,942.1133333333332,909.2212745107697,0.0,3623.0,1000.0,1500.0,0.0,1357.142857142857,899.7354108424374,0.0,2500.0,1142.857142857143,818.7366306265218,0.0,2500.0,920.0,1303.0,1290.0,1234.0,1401.0,1370.0,-1.0,-1.0,-701.2857142857143,-1123.642857142857,0.624117983043821,1,21,8,2,1,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.44039415155763423,0.8660254037844386,0.5000000000000001,0,52,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,11.928571428571429,0.0,167.0,0.0,0.0,1058000000.0,960000000.0,2241.2000000000007,5428.0,775.4285714285714,2434.0,10975.800000000001,783.9857142857144,2989.0,15262.0,508.73333333333335,2989.0
2023-02-22,AT5X5K,2434.0,1000,470.0,892.0,AT,0.0,2253.0,1097.0,1213.2,569.0,180.4,247.0,875.6857142857143,1076.1201720820525,0.0,2434.0,1256.857142857143,1105.6146565558947,0.0,3623.0,985.9133333333333,948.8712970876406,0.0,3623.0,0.0,1500.0,0.0,1285.7142857142858,906.326967174966,0.0,2500.0,1214.2857142857142,752.2858937492217,0.0,2500.0,960.0,1726.0,1373.0,1058.0,1693.0,742.0,0.0,1.0062644246620507,1558.3142857142857,1177.142857142857,0.6967265282021953,2,22,8,2,1,0.9749279121818236,-0.22252093395631434,-0.9680771188662041,-0.2506525322587213,0.8660254037844386,0.5000000000000001,0,53,178251.2,806.5665158371041,938.8390921098855,1.1639946286829188,0.7873303167420814,True,False,False,False,3563.4320000000007,0.683049374680631,49888.04800000001,0.04878924106133017,0.4108463432987484,0.3664749382224836,0.46999999953,807.2000000000007,3141.8,448.8285714285715,924.0,8541.800000000001,610.1285714285715,2989.0,12828.0,427.6,2989.0
