id,source,source_index,target,target_index,coefficient,correlation,relationship_type,lag
67,Delivery,2,Factory_Issue_lag_1,43,1.0,0.6549116103946421,causal,0
68,Delivery,2,Delivery_lag_1,58,1.0,0.5967762288921403,causal,0
69,Delivery,2,Delivery_rolling_mean_7,65,1.0,0.6799446107191052,causal,0
70,Delivery,2,Delivery_rolling_min_7,67,1.0,0.5833009060586026,causal,0
71,Delivery,2,Delivery_rolling_max_7,68,1.0,0.5999274000647052,causal,0
72,Delivery,2,Delivery_rolling_min_14,71,1.0,0.5284174558264485,causal,0
73,Delivery,2,inventory_proxy,103,0.2718821242549248,-0.2718821242549248,associated,0
78,Rainfall,3,Factory_Issue_rolling_mean_1,46,1.0,-0.3019554343985619,causal,0
80,Rainfall,3,Factory_Issue_rolling_max_1,49,1.0,-0.3019554343985619,causal,0
83,Rainfall,3,Delivery_rolling_max_1,64,1.0,-0.31602336223010796,causal,0
92,Humidity,5,Delivery,2,1.0,-0.2628412238278243,causal,0
96,Humidity,5,Sales_rolling_std_7,17,1.0,-0.3107878907499877,causal,0
97,Humidity,5,Sales_rolling_std_14,21,1.0,-0.3667743256237077,causal,0
98,Humidity,5,Sales_rolling_max_14,23,1.0,-0.34658120027617045,causal,0
99,Humidity,5,Sales_rolling_mean_30,24,1.0,-0.3169097936101891,causal,0
101,Humidity,5,Sales_rolling_max_30,27,1.0,-0.5624278064091217,causal,0
115,Temperature,6,Sales_rolling_mean_7,16,1.0,-0.42458446923082716,causal,0
116,Temperature,6,Sales_rolling_std_7,17,1.0,-0.3138586070888947,causal,0
117,Temperature,6,Sales_rolling_max_7,19,1.0,-0.35789880142107205,causal,0
118,Temperature,6,Sales_rolling_mean_14,20,1.0,-0.5874068562893975,causal,0
119,Temperature,6,Sales_rolling_std_14,21,1.0,-0.3846314001717263,causal,0
120,Temperature,6,Sales_rolling_max_14,23,1.0,-0.39149380118843563,causal,0
121,Temperature,6,Sales_rolling_mean_30,24,1.0,-0.6329630732210536,causal,0
128,Temperature,6,Production_rolling_max_14,42,1.0,-0.3362005927697015,causal,0
131,Temperature,6,Factory_Issue_rolling_std_7,51,1.0,-0.34161598832511036,causal,0
135,Temperature,6,Factory_Issue_rolling_min_14,56,1.0,-0.3235162594727982,causal,0
136,Temperature,6,Delivery_rolling_mean_7,65,1.0,-0.45153353322944384,causal,0
138,Temperature,6,Delivery_rolling_min_7,67,1.0,-0.3361327005087857,causal,0
139,Temperature,6,Delivery_rolling_max_7,68,1.0,-0.45638110434486656,causal,0
141,Temperature,6,Delivery_rolling_min_14,71,1.0,-0.49892755772799124,causal,0
173,BDT_USD,8,Sales_rolling_mean_7,16,1.0,-0.4237382776922487,causal,0
174,BDT_USD,8,Sales_rolling_std_7,17,1.0,-0.3467758014716276,causal,0
175,BDT_USD,8,Sales_rolling_max_7,19,1.0,-0.39485533854929433,causal,0
176,BDT_USD,8,Sales_rolling_mean_14,20,1.0,-0.4947179312637161,causal,0
177,BDT_USD,8,Sales_rolling_std_14,21,1.0,-0.405969523275936,causal,0
178,BDT_USD,8,Sales_rolling_max_14,23,1.0,-0.3827856238145402,causal,0
179,BDT_USD,8,Sales_rolling_mean_30,24,1.0,-0.5978290379651925,causal,0
181,BDT_USD,8,Sales_rolling_max_30,27,1.0,-0.4583754017960251,causal,0
190,BDT_USD,8,Factory_Issue_rolling_min_14,56,1.0,-0.3277007811494534,causal,0
192,BDT_USD,8,Delivery_rolling_mean_7,65,1.0,-0.39562278229455217,causal,0
193,BDT_USD,8,Delivery_rolling_min_7,67,1.0,-0.27878345792259224,causal,0
194,BDT_USD,8,Delivery_rolling_max_7,68,1.0,-0.3783312564833138,causal,0
196,BDT_USD,8,Delivery_rolling_std_14,70,1.0,-0.2357653493406017,causal,0
197,BDT_USD,8,Delivery_rolling_min_14,71,1.0,-0.3481138278543729,causal,0
201,Sales_lag_1,9,Delivery,2,1.0,0.5735834726916947,causal,0
202,Sales_lag_1,9,Sales_lag_3,11,0.17798428130677973,-0.17798428130677973,associated,0
203,Sales_lag_1,9,inventory_proxy,103,1.0,-0.2735126030748958,causal,0
205,Sales_lag_2,10,Sales_rolling_mean_7,16,1.0,0.3596766243096757,causal,0
206,Sales_lag_2,10,Delivery_lag_1,58,1.0,0.5735834726916947,causal,0
207,Sales_lag_2,10,Sales_momentum_7,75,1.0,-0.4062145647549494,causal,0
208,Sales_lag_2,10,Sales_momentum_14,76,1.0,-0.33990660076929974,causal,0
212,Sales_lag_3,11,Sales_lag_1,9,0.17798428130677973,-0.17798428130677973,associated,0
213,Sales_lag_3,11,Sales_rolling_mean_7,16,1.0,0.339646708077423,causal,0
214,Sales_lag_3,11,Sales_rolling_std_7,17,1.0,0.34613437510197437,causal,0
215,Sales_lag_3,11,Sales_rolling_max_7,19,1.0,0.35690728345285894,causal,0
217,Sales_lag_3,11,Delivery_rolling_mean_7,65,1.0,0.33862124360563167,causal,0
218,Sales_lag_7,12,Production,0,1.0,0.3655685198085865,causal,0
219,Sales_lag_7,12,Sales_lag_14,13,0.6050487299140972,0.6050487299140972,associated,0
220,Sales_lag_7,12,Sales_lag_21,14,0.5194751360054208,0.5194751360054208,associated,0
221,Sales_lag_7,12,Sales_lag_28,15,0.5436260770570547,0.5436260770570547,associated,0
222,Sales_lag_7,12,Sales_rolling_std_14,21,1.0,0.31940401368919036,causal,0
223,Sales_lag_7,12,Production_lag_7,29,1.0,0.4668245442063817,causal,0
224,Sales_lag_7,12,Factory_Issue_lag_7,44,1.0,0.45147934033552967,causal,0
225,Sales_lag_7,12,Delivery_lag_7,59,1.0,0.4173625288620611,causal,0
226,Sales_lag_7,12,Delivery_rolling_max_7,68,1.0,0.348699475026188,causal,0
227,Sales_lag_7,12,Sales_pct_change_1,73,1.0,0.5002255998181586,causal,0
228,Sales_lag_7,12,Sales_momentum_7,75,1.0,0.5838593881439753,causal,0
229,Sales_lag_7,12,Sales_momentum_14,76,1.0,0.5347893037943948,causal,0
230,Sales_lag_7,12,production_sales_ratio,100,1.0,-0.37020085467900266,causal,0
231,Sales_lag_7,12,delivery_sales_ratio,101,1.0,-0.37503632989524366,causal,0
232,Sales_lag_7,12,Sales,198,1.0,0.5840999955082725,causal,0
233,Sales_lag_14,13,Factory_Issue,1,1.0,0.21098723106916117,causal,0
234,Sales_lag_14,13,Sales_lag_7,12,0.6050487299140972,0.6050487299140972,associated,0
242,Sales_lag_14,13,Sales_pct_change_1,73,1.0,0.4425257747460876,causal,0
243,Sales_lag_14,13,Sales_pct_change_7,74,1.0,0.33543013369251823,causal,0
244,Sales_lag_14,13,Sales_momentum_7,75,1.0,0.5696206861277667,causal,0
245,Sales_lag_14,13,Sales_momentum_14,76,1.0,0.5234037053697503,causal,0
247,Sales_lag_14,13,delivery_sales_ratio,101,1.0,-0.4109581574588603,causal,0
249,Sales_lag_21,14,Sales_lag_7,12,0.5194751360054208,0.5194751360054208,associated,0
254,Sales_lag_21,14,Sales_pct_change_1,73,1.0,0.4342440423249546,causal,0
255,Sales_lag_21,14,Sales_momentum_7,75,1.0,0.5875523050393343,causal,0
256,Sales_lag_21,14,Sales_momentum_14,76,1.0,0.5848452592933931,causal,0
258,Sales_lag_21,14,delivery_sales_ratio,101,1.0,-0.3753130216495588,causal,0
261,Sales_lag_28,15,Sales_lag_7,12,0.5436260770570547,0.5436260770570547,associated,0
264,Sales_lag_28,15,Sales_rolling_max_30,27,1.0,0.3121523175853178,causal,0
266,Sales_lag_28,15,Sales_pct_change_1,73,1.0,0.4231586767536775,causal,0
267,Sales_lag_28,15,Sales_momentum_7,75,1.0,0.5551797650496073,causal,0
268,Sales_lag_28,15,Sales_momentum_14,76,1.0,0.5577529569912429,causal,0
269,Sales_lag_28,15,delivery_sales_ratio,101,1.0,-0.3612621559122412,causal,0
271,Sales_rolling_mean_7,16,Sales_rolling_mean_14,20,1.0,0.8632499323903084,causal,0
272,Sales_rolling_mean_7,16,Sales_rolling_mean_30,24,1.0,0.6997941829306923,causal,0
273,Sales_rolling_mean_7,16,Sales_rolling_std_30,25,0.5002331945703735,0.5002331945703735,associated,0
274,Sales_rolling_mean_7,16,Production_rolling_std_7,36,0.32342188046831716,0.32342188046831716,associated,0
275,Sales_rolling_mean_7,16,Factory_Issue_rolling_std_7,51,0.40629808419744823,0.40629808419744823,associated,0
276,Sales_rolling_mean_7,16,Delivery_rolling_std_7,66,0.4533468376686758,0.4533468376686758,associated,0
277,Sales_rolling_mean_7,16,Delivery_rolling_max_7,68,1.0,0.7175241915054436,causal,0
278,Sales_rolling_mean_7,16,Delivery_rolling_mean_14,69,1.0,0.646735183351998,causal,0
279,Sales_rolling_mean_7,16,Delivery_rolling_max_14,72,1.0,0.5120181731114389,causal,0
280,Sales_rolling_mean_7,16,inventory_proxy,103,0.2919114563130616,-0.2919114563130616,associated,0
281,Sales_rolling_std_7,17,Sales_rolling_mean_7,16,1.0,0.7365842310255029,causal,0
282,Sales_rolling_std_7,17,Sales_rolling_mean_14,20,1.0,0.6564805550000722,causal,0
283,Sales_rolling_std_7,17,Sales_rolling_std_14,21,1.0,0.8442767140368275,causal,0
284,Sales_rolling_std_7,17,Sales_rolling_max_14,23,1.0,0.8284450563833379,causal,0
285,Sales_rolling_std_7,17,Sales_rolling_mean_30,24,1.0,0.5731244236219163,causal,0
286,Sales_rolling_std_7,17,Sales_rolling_std_30,25,1.0,0.7098033188205598,causal,0
287,Sales_rolling_std_7,17,Sales_rolling_max_30,27,1.0,0.6419115882841969,causal,0
288,Sales_rolling_std_7,17,Production_rolling_min_7,37,1.0,0.4847793341868267,causal,0
289,Sales_rolling_std_7,17,Production_rolling_min_14,41,1.0,0.40291902577100447,causal,0
290,Sales_rolling_std_7,17,Production_rolling_max_14,42,1.0,0.43846052289771675,causal,0
291,Sales_rolling_std_7,17,Factory_Issue_rolling_std_7,51,1.0,0.4443686585541367,causal,0
292,Sales_rolling_std_7,17,Factory_Issue_rolling_max_7,53,1.0,0.6363107765474061,causal,0
293,Sales_rolling_std_7,17,Factory_Issue_rolling_max_14,57,1.0,0.5132312647421893,causal,0
294,Sales_rolling_std_7,17,Delivery_lag_7,59,1.0,0.33704814522674176,causal,0
295,Sales_rolling_std_7,17,Delivery_rolling_mean_7,65,1.0,0.7110981033848002,causal,0
296,Sales_rolling_std_7,17,Delivery_rolling_std_7,66,1.0,0.49161973597431236,causal,0
297,Sales_rolling_std_7,17,Delivery_rolling_max_7,68,1.0,0.7660177428084884,causal,0
298,Sales_rolling_std_7,17,Delivery_rolling_mean_14,69,1.0,0.5915236232335427,causal,0
299,Sales_rolling_std_7,17,Delivery_rolling_min_14,71,1.0,0.49071804097630417,causal,0
300,Sales_rolling_std_7,17,Delivery_rolling_max_14,72,1.0,0.606693957100683,causal,0
301,Sales_rolling_std_7,17,inventory_proxy,103,0.28953009270515634,-0.28953009270515634,associated,0
304,Sales_rolling_min_7,18,Sales_pct_change_1,73,0.17447955353336383,0.17447955353336383,associated,0
306,Sales_rolling_max_7,19,Sales_rolling_mean_7,16,1.0,0.892941549621529,causal,0
307,Sales_rolling_max_7,19,Sales_rolling_std_7,17,1.0,0.9175279337832164,causal,0
308,Sales_rolling_max_7,19,Sales_rolling_mean_14,20,1.0,0.7681902627744072,causal,0
309,Sales_rolling_max_7,19,Sales_rolling_std_14,21,1.0,0.7450362040984888,causal,0
310,Sales_rolling_max_7,19,Sales_rolling_max_14,23,1.0,0.7998015966789875,causal,0
311,Sales_rolling_max_7,19,Sales_rolling_mean_30,24,1.0,0.6458892585066125,causal,0
312,Sales_rolling_max_7,19,Sales_rolling_std_30,25,1.0,0.6189425421697713,causal,0
313,Sales_rolling_max_7,19,Sales_rolling_max_30,27,1.0,0.5613325803039961,causal,0
314,Sales_rolling_max_7,19,Production_rolling_min_7,37,1.0,0.5302476879848049,causal,0
315,Sales_rolling_max_7,19,Production_rolling_mean_14,39,1.0,0.4654525614837877,causal,0
316,Sales_rolling_max_7,19,Production_rolling_min_14,41,1.0,0.45093464988058546,causal,0
317,Sales_rolling_max_7,19,Factory_Issue_rolling_mean_7,50,1.0,0.625268982548141,causal,0
318,Sales_rolling_max_7,19,Factory_Issue_rolling_std_7,51,1.0,0.42623767348473823,causal,0
319,Sales_rolling_max_7,19,Factory_Issue_rolling_max_7,53,1.0,0.6124068046365163,causal,0
320,Sales_rolling_max_7,19,Factory_Issue_rolling_mean_14,54,1.0,0.5118895642652382,causal,0
321,Sales_rolling_max_7,19,Factory_Issue_rolling_max_14,57,1.0,0.4664873537134462,causal,0
322,Sales_rolling_max_7,19,Delivery_rolling_mean_7,65,1.0,0.7514579655000471,causal,0
323,Sales_rolling_max_7,19,Delivery_rolling_std_7,66,1.0,0.5492306179285045,causal,0
324,Sales_rolling_max_7,19,Delivery_rolling_min_7,67,1.0,0.5662953864126107,causal,0
325,Sales_rolling_max_7,19,Delivery_rolling_max_7,68,1.0,0.7674168066063909,causal,0
326,Sales_rolling_max_7,19,Delivery_rolling_mean_14,69,1.0,0.6005594496561432,causal,0
327,Sales_rolling_max_7,19,Delivery_rolling_min_14,71,1.0,0.5055821969652535,causal,0
328,Sales_rolling_max_7,19,Delivery_rolling_max_14,72,1.0,0.5590868435199284,causal,0
329,Sales_rolling_max_7,19,inventory_proxy,103,0.28526257859295145,-0.28526257859295145,associated,0
330,Sales_rolling_mean_14,20,Sales_rolling_mean_30,24,1.0,0.8192307756510442,causal,0
331,Sales_rolling_mean_14,20,Sales_rolling_std_30,25,0.5918261898718875,0.5918261898718875,associated,0
332,Sales_rolling_mean_14,20,Factory_Issue_rolling_std_7,51,0.4901276008913428,0.4901276008913428,associated,0
333,Sales_rolling_mean_14,20,Delivery_rolling_std_7,66,0.5115249000720518,0.5115249000720518,associated,0
334,Sales_rolling_mean_14,20,Delivery_rolling_std_14,70,0.30629690633320333,0.30629690633320333,associated,0
335,Sales_rolling_mean_14,20,Delivery_rolling_max_14,72,1.0,0.709742718282104,causal,0
336,Sales_rolling_std_14,21,Sales_rolling_mean_7,16,1.0,0.5828300218075411,causal,0
337,Sales_rolling_std_14,21,Sales_rolling_mean_14,20,1.0,0.6977629083666768,causal,0
338,Sales_rolling_std_14,21,Sales_rolling_mean_30,24,1.0,0.6337453844097255,causal,0
339,Sales_rolling_std_14,21,Sales_rolling_std_30,25,1.0,0.8606658302506494,causal,0
340,Sales_rolling_std_14,21,Sales_rolling_max_30,27,1.0,0.7854922375818867,causal,0
341,Sales_rolling_std_14,21,Production_rolling_std_14,40,1.0,0.26494923787069974,causal,0
342,Sales_rolling_std_14,21,Production_rolling_min_14,41,1.0,0.4424354137133714,causal,0
343,Sales_rolling_std_14,21,Factory_Issue_rolling_std_7,51,1.0,0.5484521893107158,causal,0
344,Sales_rolling_std_14,21,Factory_Issue_rolling_std_14,55,1.0,0.4349796100843351,causal,0
345,Sales_rolling_std_14,21,Factory_Issue_rolling_max_14,57,1.0,0.6963547325445884,causal,0
346,Sales_rolling_std_14,21,Delivery_lag_7,59,1.0,0.5047178502089917,causal,0
347,Sales_rolling_std_14,21,Delivery_rolling_max_7,68,1.0,0.8371282333594937,causal,0
348,Sales_rolling_std_14,21,Delivery_rolling_mean_14,69,1.0,0.7134520835985304,causal,0
349,Sales_rolling_std_14,21,Delivery_rolling_std_14,70,1.0,0.49008757709238626,causal,0
350,Sales_rolling_std_14,21,Delivery_rolling_max_14,72,1.0,0.8169953497144924,causal,0
353,Sales_rolling_max_14,23,Sales_rolling_mean_7,16,1.0,0.6772784608087594,causal,0
354,Sales_rolling_max_14,23,Sales_rolling_mean_14,20,1.0,0.7927880703468119,causal,0
355,Sales_rolling_max_14,23,Sales_rolling_std_14,21,1.0,0.9455961187053309,causal,0
356,Sales_rolling_max_14,23,Sales_rolling_mean_30,24,1.0,0.6672446167068531,causal,0
357,Sales_rolling_max_14,23,Sales_rolling_std_30,25,1.0,0.7992497586073146,causal,0
358,Sales_rolling_max_14,23,Sales_rolling_max_30,27,1.0,0.7680593624117309,causal,0
359,Sales_rolling_max_14,23,Production_rolling_min_7,37,1.0,0.6232769977244501,causal,0
360,Sales_rolling_max_14,23,Production_rolling_min_14,41,1.0,0.5013931127379674,causal,0
361,Sales_rolling_max_14,23,Factory_Issue_rolling_std_7,51,1.0,0.509068936109269,causal,0
362,Sales_rolling_max_14,23,Factory_Issue_rolling_max_14,57,1.0,0.7014867295884581,causal,0
363,Sales_rolling_max_14,23,Delivery_rolling_std_7,66,1.0,0.5690721972658027,causal,0
364,Sales_rolling_max_14,23,Delivery_rolling_max_7,68,1.0,0.8330215205479138,causal,0
365,Sales_rolling_max_14,23,Delivery_rolling_mean_14,69,1.0,0.7478658364119182,causal,0
366,Sales_rolling_max_14,23,Delivery_rolling_std_14,70,1.0,0.45582733143036785,causal,0
367,Sales_rolling_max_14,23,Delivery_rolling_min_14,71,1.0,0.5456214972518392,causal,0
368,Sales_rolling_max_14,23,Delivery_rolling_max_14,72,1.0,0.8016486913687567,causal,0
369,Sales_rolling_mean_30,24,Delivery_rolling_std_7,66,0.5065544226652409,0.5065544226652409,associated,0
370,Sales_rolling_mean_30,24,Delivery_rolling_std_14,70,0.39982478551258827,0.39982478551258827,associated,0
371,Sales_rolling_std_30,25,Sales_rolling_mean_7,16,0.5002331945703735,0.5002331945703735,associated,0
372,Sales_rolling_std_30,25,Sales_rolling_mean_14,20,0.5918261898718875,0.5918261898718875,associated,0
373,Sales_rolling_std_30,25,Sales_rolling_mean_30,24,1.0,0.6923455565805712,causal,0
374,Sales_rolling_std_30,25,Factory_Issue_rolling_std_7,51,0.3506361538154206,0.3506361538154206,associated,0
376,Sales_rolling_std_30,25,Delivery_rolling_std_14,70,0.43108723899565654,0.43108723899565654,associated,0
378,Sales_rolling_std_30,25,delivery_sales_ratio,101,0.19599693260948053,0.19599693260948053,associated,0
382,Sales_rolling_max_30,27,Sales_rolling_mean_7,16,1.0,0.44714314359026647,causal,0
383,Sales_rolling_max_30,27,Sales_rolling_mean_14,20,1.0,0.5294453656194632,causal,0
384,Sales_rolling_max_30,27,Sales_rolling_mean_30,24,1.0,0.6226117584458781,causal,0
385,Sales_rolling_max_30,27,Sales_rolling_std_30,25,1.0,0.9398567310997471,causal,0
386,Sales_rolling_max_30,27,Production_rolling_min_14,41,1.0,0.4851063697784986,causal,0
387,Sales_rolling_max_30,27,Factory_Issue_rolling_std_7,51,0.2949674766821353,0.2949674766821353,associated,0
388,Sales_rolling_max_30,27,Delivery_rolling_std_7,66,0.3190205028616456,0.3190205028616456,associated,0
389,Sales_rolling_max_30,27,Delivery_rolling_max_7,68,1.0,0.6622395516606162,causal,0
390,Sales_rolling_max_30,27,Delivery_rolling_mean_14,69,1.0,0.6786032457393577,causal,0
391,Sales_rolling_max_30,27,Delivery_rolling_std_14,70,0.30954106317475516,0.30954106317475516,associated,0
392,Sales_rolling_max_30,27,Delivery_rolling_min_14,71,1.0,0.5299344484609169,causal,0
393,Sales_rolling_max_30,27,Delivery_rolling_max_14,72,1.0,0.7678346937732415,causal,0
395,Production_lag_1,28,Sales_rolling_mean_7,16,1.0,0.5857387760350772,causal,0
396,Production_lag_1,28,Sales_rolling_std_7,17,1.0,0.496899021010067,causal,0
397,Production_lag_1,28,Sales_rolling_max_7,19,1.0,0.5236959418289836,causal,0
398,Production_lag_1,28,Sales_rolling_mean_14,20,1.0,0.6131072717074516,causal,0
399,Production_lag_1,28,Sales_rolling_std_14,21,1.0,0.4864473923802941,causal,0
400,Production_lag_1,28,Sales_rolling_max_14,23,1.0,0.5456755586725704,causal,0
402,Production_lag_1,28,Sales_rolling_max_30,27,1.0,0.38022457928584447,causal,0
409,Production_lag_1,28,Production_rolling_max_14,42,1.0,0.545310864619433,causal,0
413,Production_lag_1,28,Factory_Issue_rolling_std_7,51,1.0,0.4304208023621862,causal,0
417,Production_lag_1,28,Factory_Issue_rolling_min_14,56,1.0,0.4370815421285703,causal,0
419,Production_lag_1,28,Delivery_lag_1,58,1.0,0.7059104780815955,causal,0
420,Production_lag_1,28,Delivery_rolling_mean_7,65,1.0,0.7163626601955975,causal,0
421,Production_lag_1,28,Delivery_rolling_min_7,67,1.0,0.6267985264501325,causal,0
422,Production_lag_1,28,Delivery_rolling_max_7,68,1.0,0.637629637353711,causal,0
424,Production_lag_1,28,Delivery_rolling_min_14,71,1.0,0.5303602410106494,causal,0
427,Production_lag_1,28,delivery_sales_ratio,101,1.0,0.29443643010576526,causal,0
430,Production_lag_7,29,Sales_rolling_mean_14,20,1.0,0.40172922867188443,causal,0
431,Production_lag_7,29,Sales_rolling_std_14,21,1.0,0.4383867882439419,causal,0
432,Production_lag_7,29,Sales_rolling_max_14,23,1.0,0.4539483730150597,causal,0
433,Production_lag_7,29,Sales_rolling_mean_30,24,1.0,0.3492378438497713,causal,0
435,Production_lag_7,29,Sales_rolling_max_30,27,1.0,0.4686469304817991,causal,0
441,Production_lag_7,29,Production_rolling_max_14,42,1.0,0.6881401939740271,causal,0
444,Production_lag_7,29,Factory_Issue_rolling_std_7,51,1.0,0.3327519200278089,causal,0
447,Production_lag_7,29,Factory_Issue_rolling_min_14,56,1.0,0.4745582062754499,causal,0
449,Production_lag_7,29,Delivery_lag_7,59,1.0,0.71802019164781,causal,0
452,Production_lag_7,29,Delivery_rolling_min_14,71,1.0,0.4921752701088279,causal,0
456,Production_lag_14,30,Sales_rolling_std_14,21,1.0,0.24425061613982513,causal,0
457,Production_lag_14,30,Sales_rolling_max_14,23,1.0,0.18229472255134566,causal,0
458,Production_lag_14,30,Sales_rolling_mean_30,24,1.0,0.2710056902433247,causal,0
460,Production_lag_14,30,Sales_rolling_max_30,27,1.0,0.49729850279180027,causal,0
466,Production_lag_14,30,Delivery_rolling_max_7,68,1.0,0.21883722003576064,causal,0
468,Production_lag_14,30,Delivery_rolling_min_14,71,1.0,0.3239195285205541,causal,0
474,Production_rolling_mean_1,31,Sales_pct_change_7,74,0.2873284291499963,0.2873284291499963,associated,0
477,Production_rolling_min_1,33,Sales_pct_change_7,74,0.2873284291499963,0.2873284291499963,associated,0
481,Production_rolling_max_1,34,Sales_pct_change_7,74,0.2873284291499963,0.2873284291499963,associated,0
482,Production_rolling_mean_7,35,Sales_rolling_mean_7,16,1.0,0.615948155828896,causal,0
483,Production_rolling_mean_7,35,Sales_rolling_std_7,17,1.0,0.5627483249152173,causal,0
484,Production_rolling_mean_7,35,Sales_rolling_max_7,19,1.0,0.5687359099457137,causal,0
485,Production_rolling_mean_7,35,Sales_rolling_mean_14,20,1.0,0.7577974802335152,causal,0
486,Production_rolling_mean_7,35,Sales_rolling_std_14,21,1.0,0.6586068710984734,causal,0
487,Production_rolling_mean_7,35,Sales_rolling_max_14,23,1.0,0.6951974249011885,causal,0
488,Production_rolling_mean_7,35,Sales_rolling_mean_30,24,1.0,0.5570999548346446,causal,0
