Source,Target,Weight,Lag,Edge_Type
Rainfall_lag_3,Rainfall,0.09017631452511882,3,lagged
Factory_Issue_lag_3,Production,0.08919386919365874,3,lagged
typical_rain_mm_lag_2,Sunshine,0.08852996211651203,2,lagged
Production_lag_6,Factory_Issue,0.08774848015607199,6,lagged
Sales_lag_1,BDT_USD,-0.08720528802356801,1,lagged
Delivery_lag_4,Rainfall,0.08478419080812553,4,lagged
Rainfall_lag_2,Rainfall,0.0839173052017059,2,lagged
Sales_lag_4,Factory_Issue,0.08341353836385729,4,lagged
Factory_Issue_lag_5,Sales,0.08187574431071658,5,lagged
Sunshine_lag_4,typical_rain_mm,0.08138465175274098,4,lagged
Humidity_lag_2,typical_rain_mm,-0.08112099923792546,2,lagged
Sales_lag_3,BDT_USD,0.08063906620668022,3,lagged
Factory_Issue_lag_3,Sales,-0.08028250282250692,3,lagged
typical_rain_mm_lag_4,BDT_USD,-0.0799324523953363,4,lagged
typical_rain_mm_lag_5,Rainfall,0.07988549991218395,5,lagged
typical_rain_mm_lag_1,Sunshine,-0.07946117400785381,1,lagged
Temperature_lag_6,Rainfall,-0.0793998081631389,6,lagged
Sunshine_lag_3,typical_rain_mm,0.07903345751106415,3,lagged
Factory_Issue_lag_3,Factory_Issue,-0.07898899616839938,3,lagged
typical_rain_mm_lag_6,BDT_USD,-0.07834498930530413,6,lagged
Production_lag_2,Delivery,0.07694307734977174,2,lagged
BDT_USD_lag_5,typical_rain_mm,-0.07685739042060738,5,lagged
Sunshine_lag_2,typical_rain_mm,-0.07600972937886469,2,lagged
Production_lag_4,BDT_USD,-0.07516508140475639,4,lagged
Humidity_lag_6,Humidity,-0.07476255196869477,6,lagged
Production_lag_5,Production,-0.07386134098067404,5,lagged
Sales_lag_2,typical_rain_mm,0.07335448192512854,2,lagged
Factory_Issue_lag_6,Sales,-0.07180136349599553,6,lagged
Delivery_lag_6,typical_rain_mm,0.07170536057104812,6,lagged
Rainfall_lag_6,Sunshine,-0.07161737470559118,6,lagged
Delivery_lag_5,Factory_Issue,-0.07118464713866175,5,lagged
typical_rain_mm_lag_3,Humidity,0.07094760287985771,3,lagged
Humidity_lag_3,Humidity,-0.07092957724753596,3,lagged
Sunshine_lag_6,typical_rain_mm,-0.07032524739831218,6,lagged
Delivery_lag_6,Rainfall,0.06955107351689847,6,lagged
Rainfall_lag_5,typical_rain_mm,0.06881957195705384,5,lagged
BDT_USD_lag_3,Rainfall,0.06744780408177342,3,lagged
Rainfall_lag_2,BDT_USD,0.06697187487189789,2,lagged
typical_rain_mm_lag_6,Humidity,-0.06676054376359315,6,lagged
Rainfall_lag_6,typical_rain_mm,-0.06623657475269512,6,lagged
Temperature_lag_3,Sales,0.06572108173995547,3,lagged
Factory_Issue_lag_4,Delivery,-0.065193253973448,4,lagged
Production_lag_3,Factory_Issue,0.06437430018508655,3,lagged
typical_rain_mm_lag_6,Rainfall,-0.06426604712553197,6,lagged
typical_rain_mm_lag_5,BDT_USD,-0.06389916831095138,5,lagged
Sales_lag_4,Production,0.0632058642043045,4,lagged
Delivery_lag_3,typical_rain_mm,0.06283115713489569,3,lagged
Humidity_lag_5,Sunshine,0.06151077382761664,5,lagged
BDT_USD_lag_1,Temperature,0.06140461007216947,1,lagged
Humidity_lag_4,typical_rain_mm,-0.06109315634780144,4,lagged
Production_lag_4,Production,-0.05939270170174578,4,lagged
Temperature_lag_3,BDT_USD,0.05840040873458254,3,lagged
Factory_Issue_lag_6,Rainfall,0.05829510991087145,6,lagged
typical_rain_mm_lag_6,typical_rain_mm,-0.05765989490452942,6,lagged
Sales_lag_3,Rainfall,0.05734769293752021,3,lagged
Temperature_lag_2,BDT_USD,0.05706561998224894,2,lagged
Sales_lag_3,Factory_Issue,-0.05703386112954542,3,lagged
BDT_USD_lag_2,BDT_USD,-0.05692350610095195,2,lagged
Delivery_lag_4,Production,0.05674502315797071,4,lagged
typical_rain_mm_lag_2,BDT_USD,0.05665489747596866,2,lagged
Sunshine_lag_6,Humidity,-0.05604763234818193,6,lagged
Sales_lag_3,Production,-0.055907457750896616,3,lagged
Factory_Issue_lag_1,BDT_USD,-0.05540512823551394,1,lagged
Sales_lag_4,Sales,0.05465548800378619,4,lagged
Sales_lag_3,typical_rain_mm,0.054625331145198915,3,lagged
typical_rain_mm_lag_1,Humidity,0.054549684035400156,1,lagged
Delivery_lag_6,Factory_Issue,0.05301576273772991,6,lagged
BDT_USD_lag_6,Rainfall,0.05221744836473952,6,lagged
Production_lag_5,Factory_Issue,0.051999879012143556,5,lagged
Rainfall_lag_3,Humidity,-0.051089628853963676,3,lagged
Delivery_lag_1,Rainfall,-0.05042048791365191,1,lagged
Factory_Issue_lag_6,Factory_Issue,-0.05028744734697655,6,lagged
Humidity_lag_5,Humidity,-0.04976054205214725,5,lagged
BDT_USD_lag_1,Sunshine,-0.049333963759670356,1,lagged
Humidity_lag_3,Sales,-0.04921284180551049,3,lagged
Rainfall_lag_5,Temperature,0.0486259400313581,5,lagged
Rainfall_lag_6,Temperature,-0.04858481405129171,6,lagged
Sales_lag_5,Sales,0.048484255496834223,5,lagged
Sales_lag_2,Factory_Issue,0.04842652230040141,2,lagged
Humidity_lag_4,Temperature,0.04842172144396564,4,lagged
Rainfall_lag_4,Temperature,0.04812811063733668,4,lagged
Sunshine_lag_3,Temperature,-0.047923388136270444,3,lagged
Factory_Issue_lag_4,Rainfall,0.04753952224384836,4,lagged
Rainfall_lag_5,BDT_USD,0.04722948167970109,5,lagged
Delivery_lag_2,Humidity,0.047018216332664585,2,lagged
Sunshine_lag_2,Temperature,0.04689616129438068,2,lagged
Rainfall_lag_2,Humidity,0.046350138274649705,2,lagged
Humidity_lag_4,Sales,0.04608511805404042,4,lagged
Sunshine_lag_3,Humidity,-0.04598161438137065,3,lagged
Sales_lag_6,Production,-0.04592083313475929,6,lagged
Sales_lag_1,typical_rain_mm,-0.04457140235262828,1,lagged
Sunshine_lag_4,Humidity,0.04443333158569653,4,lagged
Factory_Issue_lag_5,Factory_Issue,-0.044427992202470575,5,lagged
Factory_Issue_lag_4,Humidity,0.04421379243639243,4,lagged
Sunshine_lag_3,Rainfall,0.0437146620339789,3,lagged
Humidity_lag_2,BDT_USD,0.04217631621526745,2,lagged
BDT_USD_lag_4,Humidity,-0.042056511725219514,4,lagged
Production_lag_1,typical_rain_mm,-0.04100788164695866,1,lagged
BDT_USD_lag_6,Delivery,0.04093722648968674,6,lagged
typical_rain_mm_lag_3,typical_rain_mm,0.04084079199046663,3,lagged
Humidity_lag_4,Factory_Issue,-0.04081218368706612,4,lagged
typical_rain_mm_lag_6,Temperature,-0.04076294495704325,6,lagged
Humidity_lag_2,Sales,-0.03980978943686919,2,lagged
Temperature_lag_4,Temperature,0.038840489176950634,4,lagged
Rainfall_lag_6,Rainfall,0.0384454689099153,6,lagged
Delivery_lag_3,Production,0.03817063461273697,3,lagged
Sales_lag_6,Delivery,-0.03776432066937341,6,lagged
typical_rain_mm_lag_4,Humidity,-0.03770886204354143,4,lagged
Sales_lag_6,BDT_USD,-0.036864953188575716,6,lagged
Sales_lag_5,BDT_USD,0.03642981306753694,5,lagged
BDT_USD_lag_3,Sales,-0.03594098583173837,3,lagged
Factory_Issue_lag_1,Humidity,-0.03584901167149413,1,lagged
typical_rain_mm_lag_5,Sunshine,0.03561054901092429,5,lagged
Factory_Issue_lag_6,Humidity,-0.03558703334995192,6,lagged
Factory_Issue_lag_2,Rainfall,-0.03419868309978958,2,lagged
Temperature_lag_6,Temperature,-0.03380952913671937,6,lagged
typical_rain_mm_lag_4,Temperature,0.03356150084249215,4,lagged
Factory_Issue_lag_5,BDT_USD,-0.03324594786572434,5,lagged
Sunshine_lag_2,Rainfall,0.032710693666725923,2,lagged
Rainfall_lag_2,Temperature,0.032444791265721036,2,lagged
Sunshine_lag_4,Sunshine,0.03232356113927771,4,lagged
Production_lag_4,Delivery,0.031787774949103335,4,lagged
Humidity_lag_5,Sales,0.031754860505836854,5,lagged
Rainfall_lag_3,Temperature,-0.03152983311985503,3,lagged
Factory_Issue_lag_1,Sunshine,-0.031414127096205446,1,lagged
Delivery_lag_5,Temperature,-0.031010234894723786,5,lagged
Delivery_lag_5,BDT_USD,-0.030710219959028756,5,lagged
BDT_USD_lag_2,Rainfall,-0.03036349229031199,2,lagged
Humidity_lag_3,Factory_Issue,0.03036021464158561,3,lagged
BDT_USD_lag_4,Sales,0.03019560590490909,4,lagged
BDT_USD_lag_4,Rainfall,-0.029153293373083172,4,lagged
Sales_lag_4,Humidity,-0.02898455031998824,4,lagged
Production_lag_1,Rainfall,-0.028392837919269436,1,lagged
BDT_USD_lag_3,typical_rain_mm,-0.028113292482377452,3,lagged
Delivery_lag_3,Factory_Issue,-0.027933257212271093,3,lagged
BDT_USD_lag_6,Temperature,0.027793832532941164,6,lagged
Sales_lag_4,Sunshine,0.027467792332985595,4,lagged
Sales_lag_4,Rainfall,-0.02736025025133382,4,lagged
Rainfall_lag_1,BDT_USD,-0.026670879594333775,1,lagged
Delivery_lag_6,Temperature,0.02557282038614324,6,lagged
Humidity_lag_5,Factory_Issue,0.02546942057687037,5,lagged
Humidity_lag_6,Temperature,0.023408105306632437,6,lagged
Delivery_lag_4,Factory_Issue,-0.023216943683860868,4,lagged
Sunshine_lag_2,Humidity,0.023113071751339156,2,lagged
Sales_lag_4,Delivery,0.022860479287699194,4,lagged
Production_lag_6,BDT_USD,-0.022635313812785367,6,lagged
typical_rain_mm_lag_5,Humidity,0.02238226677337348,5,lagged
Sunshine_lag_2,Production,-0.022177321390888648,2,lagged
Rainfall_lag_4,Factory_Issue,-0.021886195550273702,4,lagged
typical_rain_mm_lag_3,Factory_Issue,-0.02077767695087824,3,lagged
BDT_USD_lag_4,typical_rain_mm,-0.020500071553791292,4,lagged
typical_rain_mm_lag_2,Humidity,-0.02001957724210174,2,lagged
BDT_USD_lag_5,Factory_Issue,-0.019496921123754445,5,lagged
typical_rain_mm_lag_1,Temperature,-0.019433466006137688,1,lagged
typical_rain_mm_lag_6,Sales,0.01916893119232132,6,lagged
Delivery_lag_6,BDT_USD,-0.019139834960698425,6,lagged
Sunshine_lag_4,Factory_Issue,-0.018768579219259857,4,lagged
Rainfall_lag_1,Temperature,0.018757149899708003,1,lagged
Sales_lag_4,Temperature,0.018708334707272747,4,lagged
Production_lag_3,Delivery,0.01769081367457739,3,lagged
Sunshine_lag_5,Rainfall,0.017632744198442837,5,lagged
Rainfall_lag_3,Factory_Issue,0.01751960379782103,3,lagged
BDT_USD_lag_6,Humidity,0.017374374204771,6,lagged
BDT_USD_lag_2,Temperature,-0.01725274648962666,2,lagged
BDT_USD_lag_3,Temperature,-0.01687611604848808,3,lagged
Sales_lag_5,Factory_Issue,-0.016715536771173177,5,lagged
typical_rain_mm_lag_6,Factory_Issue,0.016462024802873974,6,lagged
typical_rain_mm_lag_6,Delivery,0.015922969144880318,6,lagged
Rainfall_lag_5,Humidity,0.015494934098352732,5,lagged
Humidity_lag_2,Factory_Issue,-0.015247930918849349,2,lagged
Sunshine_lag_2,Factory_Issue,0.014834725086729648,2,lagged
Sales_lag_1,Temperature,-0.014658508263425053,1,lagged
Sunshine_lag_6,Temperature,-0.013074699559914062,6,lagged
typical_rain_mm_lag_4,Factory_Issue,0.012612858688892243,4,lagged
typical_rain_mm_lag_2,Delivery,-0.012604871671345212,2,lagged
Rainfall_lag_5,Delivery,0.012489609125588453,5,lagged
Rainfall_lag_5,Sales,0.012450250372827964,5,lagged
BDT_USD_lag_5,Temperature,0.011944852799314133,5,lagged
BDT_USD_lag_2,Delivery,-0.011782304795813468,2,lagged
typical_rain_mm_lag_4,Delivery,-0.011305319132311113,4,lagged
Temperature_lag_3,Factory_Issue,-0.010256629191694443,3,lagged
Sunshine_lag_6,Factory_Issue,0.009778632672960277,6,lagged
Humidity_lag_6,Delivery,-0.009741790551301224,6,lagged
typical_rain_mm_lag_5,Temperature,-0.009527902026890933,5,lagged
Sunshine_lag_2,Delivery,0.009265192051863923,2,lagged
Temperature_lag_6,Delivery,-0.005428229187317904,6,lagged
Temperature_lag_4,Factory_Issue,-5.917247096296183e-06,4,lagged
