Source,Target,Weight,Lag,Edge_Type
typical_rain_mm_lag_3,BDT_USD,-0.11069171817001008,3,lagged
Rainfall_lag_3,typical_rain_mm,0.10832595192331854,3,lagged
Rainfall_lag_1,Sunshine,0.10712612780269726,1,lagged
Sunshine_lag_2,BDT_USD,-0.10125784312947476,2,lagged
Humidity_lag_3,Temperature,-0.10099848912393292,3,lagged
Sunshine_lag_3,Sunshine,-0.09866693344494823,3,lagged
Rainfall_lag_4,Rainfall,0.09707384354282371,4,lagged
Sunshine_lag_2,typical_rain_mm,-0.09685805495595956,2,lagged
BDT_USD_lag_2,Humidity,0.09657772625921257,2,lagged
Factory_Issue_lag_3,Sales,-0.09531062326335807,3,lagged
typical_rain_mm_lag_2,Sunshine,0.09407831924968198,2,lagged
Sunshine_lag_4,typical_rain_mm,0.09160175776933442,4,lagged
Sales_lag_1,BDT_USD,-0.08624891189997481,1,lagged
Sunshine_lag_3,typical_rain_mm,0.08544492214406584,3,lagged
typical_rain_mm_lag_1,Sunshine,-0.08500828284035583,1,lagged
Humidity_lag_2,typical_rain_mm,-0.08375217258465575,2,lagged
Sales_lag_3,BDT_USD,0.08332292397407465,3,lagged
typical_rain_mm_lag_4,BDT_USD,-0.08211948997362606,4,lagged
Sunshine_lag_1,BDT_USD,-0.08118312000543583,1,lagged
Rainfall_lag_3,Rainfall,0.07995920171509542,3,lagged
Sales_lag_4,Production,0.07887533584705009,4,lagged
Factory_Issue_lag_2,Production,0.0784380609931848,2,lagged
Production_lag_2,Delivery,0.07492706875313261,2,lagged
Factory_Issue_lag_3,Production,0.07443303094612258,3,lagged
Production_lag_4,Delivery,0.0743536327635069,4,lagged
Rainfall_lag_2,Sunshine,-0.07434602915267706,2,lagged
Factory_Issue_lag_4,BDT_USD,-0.06995602528054481,4,lagged
Rainfall_lag_4,Sunshine,-0.0696086665972605,4,lagged
Delivery_lag_4,Sales,0.0695274752147735,4,lagged
Delivery_lag_3,Production,0.06695773507955005,3,lagged
Temperature_lag_1,Sales,-0.06681963699185697,1,lagged
Temperature_lag_4,Sales,-0.06602428916621021,4,lagged
Temperature_lag_4,BDT_USD,0.06558518925667733,4,lagged
typical_rain_mm_lag_3,typical_rain_mm,0.06509887759991499,3,lagged
Sales_lag_4,Factory_Issue,0.06467266815807698,4,lagged
Humidity_lag_4,Sales,0.06442604871006855,4,lagged
Sunshine_lag_2,Rainfall,0.06437741967660675,2,lagged
Sunshine_lag_4,BDT_USD,-0.06271835051641082,4,lagged
Factory_Issue_lag_3,Factory_Issue,-0.06250452855217344,3,lagged
Sales_lag_4,Sales,0.0609005580447124,4,lagged
BDT_USD_lag_2,BDT_USD,0.0593977870053993,2,lagged
Sales_lag_3,Factory_Issue,-0.058157246968656574,3,lagged
Delivery_lag_3,Delivery,0.05789175307201333,3,lagged
Sales_lag_3,Production,-0.05753929286403913,3,lagged
Rainfall_lag_2,Rainfall,0.056814117071419444,2,lagged
BDT_USD_lag_3,Rainfall,0.05577495126534785,3,lagged
Humidity_lag_3,Humidity,-0.055438326428187065,3,lagged
Delivery_lag_3,Sales,0.055046816796637726,3,lagged
Production_lag_3,Factory_Issue,0.05368323970480063,3,lagged
typical_rain_mm_lag_2,BDT_USD,0.05304738765687921,2,lagged
Production_lag_4,Sales,0.052754649202897165,4,lagged
Delivery_lag_4,Factory_Issue,-0.05199975490550777,4,lagged
Rainfall_lag_2,BDT_USD,0.051874948465757464,2,lagged
Sunshine_lag_3,Humidity,-0.050654668779871535,3,lagged
Rainfall_lag_2,Humidity,0.050632590717778786,2,lagged
typical_rain_mm_lag_1,Humidity,0.04974601477404389,1,lagged
typical_rain_mm_lag_3,Humidity,0.04947372352341938,3,lagged
Production_lag_4,Production,-0.04852700126762073,4,lagged
Sales_lag_2,Rainfall,-0.04824992582395106,2,lagged
Delivery_lag_4,Delivery,0.04613460240607989,4,lagged
Sunshine_lag_3,BDT_USD,0.045348615863355236,3,lagged
Temperature_lag_2,Humidity,-0.04501032820135398,2,lagged
Rainfall_lag_3,Temperature,-0.04473195333597044,3,lagged
Rainfall_lag_3,Humidity,-0.04413032292151543,3,lagged
Humidity_lag_3,Sales,-0.04385809033967654,3,lagged
Rainfall_lag_2,Temperature,0.04249560861578423,2,lagged
Delivery_lag_3,Sunshine,-0.04213539182693954,3,lagged
typical_rain_mm_lag_1,BDT_USD,-0.04011939457714776,1,lagged
Sales_lag_4,Sunshine,0.03915217532487422,4,lagged
BDT_USD_lag_2,Delivery,-0.03764171388317893,2,lagged
Sunshine_lag_3,Temperature,-0.03713746469722438,3,lagged
BDT_USD_lag_3,Sales,-0.03648088204937722,3,lagged
typical_rain_mm_lag_2,Humidity,-0.03614259415166099,2,lagged
Sunshine_lag_2,Temperature,0.03611886225127131,2,lagged
BDT_USD_lag_4,Sunshine,0.03589506691760005,4,lagged
Sales_lag_2,Factory_Issue,0.03528904853107706,2,lagged
Rainfall_lag_4,Temperature,0.035272979033440004,4,lagged
BDT_USD_lag_3,Temperature,-0.03485095039535844,3,lagged
typical_rain_mm_lag_4,Humidity,-0.033979352916860356,4,lagged
BDT_USD_lag_4,typical_rain_mm,-0.03218333807035486,4,lagged
Humidity_lag_4,Temperature,-0.03113574602137703,4,lagged
Rainfall_lag_4,BDT_USD,0.030755313133818792,4,lagged
Sunshine_lag_4,Humidity,0.030384970778343467,4,lagged
typical_rain_mm_lag_1,Delivery,-0.02921245770536996,1,lagged
Sales_lag_3,Rainfall,0.028601005868400798,3,lagged
Sunshine_lag_2,Humidity,0.026911057686669033,2,lagged
Humidity_lag_1,Sales,-0.026660972237567637,1,lagged
Rainfall_lag_1,Temperature,0.026482213521995184,1,lagged
BDT_USD_lag_4,Humidity,-0.025765352135550125,4,lagged
Rainfall_lag_3,Sales,0.025764962436009422,3,lagged
Sunshine_lag_4,Temperature,-0.023858477371880817,4,lagged
typical_rain_mm_lag_2,Sales,0.023471463859672068,2,lagged
Delivery_lag_4,Rainfall,0.022587854949630837,4,lagged
Sunshine_lag_2,Production,-0.021893027518685066,2,lagged
Rainfall_lag_4,Humidity,0.021242087086665903,4,lagged
BDT_USD_lag_2,Temperature,-0.017973894724127405,2,lagged
BDT_USD_lag_4,Sales,0.01794299526055365,4,lagged
Temperature_lag_1,Factory_Issue,-0.015315290594828071,1,lagged
Sunshine_lag_2,Sales,0.0150392080115802,2,lagged
typical_rain_mm_lag_2,Delivery,-0.014690980414236028,2,lagged
typical_rain_mm_lag_3,Delivery,0.014401302523715435,3,lagged
typical_rain_mm_lag_1,Sales,-0.013716450769063457,1,lagged
typical_rain_mm_lag_1,Temperature,-0.013697396851880348,1,lagged
typical_rain_mm_lag_4,Factory_Issue,0.012896092245823474,4,lagged
BDT_USD_lag_3,Delivery,-0.012303927038297224,3,lagged
Delivery_lag_3,typical_rain_mm,0.01217035864864195,3,lagged
Sunshine_lag_2,Factory_Issue,0.011684371327118158,2,lagged
Rainfall_lag_3,Delivery,0.011491913027693819,3,lagged
typical_rain_mm_lag_4,Temperature,0.01060488901245657,4,lagged
Temperature_lag_1,Delivery,0.009913685398466154,1,lagged
Humidity_lag_1,Factory_Issue,-0.009864474531557296,1,lagged
Sales_lag_3,Temperature,0.006595656865504266,3,lagged
Factory_Issue_lag_4,Humidity,0.00514557087788972,4,lagged
