id,source,source_index,target,target_index,coefficient,correlation,relationship_type,lag
58,Factory_Issue,1,Delivery_rolling_max_14,72,1.0,0.5687935437435659,causal,0
59,Delivery,2,Sales_lag_2,10,1.0,0.39312407226001594,causal,0
60,Delivery,2,Sales_rolling_mean_7,16,1.0,0.692394605105077,causal,0
61,Delivery,2,Sales_rolling_std_7,17,1.0,0.5086917633713938,causal,0
62,Delivery,2,Sales_rolling_max_7,19,1.0,0.5807410100609215,causal,0
63,Delivery,2,Sales_rolling_mean_14,20,1.0,0.6290654955310805,causal,0
64,Delivery,2,Sales_rolling_mean_30,24,1.0,0.5368498235799881,causal,0
65,Delivery,2,Production_lag_1,28,1.0,0.6200088404246715,causal,0
66,Delivery,2,Production_rolling_min_14,41,1.0,0.4812335616474504,causal,0
67,Delivery,2,Factory_Issue_lag_1,43,1.0,0.6549116103946421,causal,0
68,Delivery,2,Delivery_lag_1,58,1.0,0.5967762288921403,causal,0
69,Delivery,2,Delivery_rolling_mean_7,65,1.0,0.6799446107191052,causal,0
70,Delivery,2,Delivery_rolling_min_7,67,1.0,0.5833009060586026,causal,0
71,Delivery,2,Delivery_rolling_max_7,68,1.0,0.5999274000647052,causal,0
72,Delivery,2,Delivery_rolling_min_14,71,1.0,0.5284174558264485,causal,0
73,Delivery,2,inventory_proxy,103,0.2718821242549248,-0.2718821242549248,associated,0
74,Rainfall,3,Sales_rolling_min_7,18,0.22815510122701682,-0.22815510122701682,associated,0
75,Rainfall,3,Production_rolling_mean_1,31,1.0,-0.28820793878536904,causal,0
76,Rainfall,3,Production_rolling_min_1,33,1.0,-0.28820793878536904,causal,0
77,Rainfall,3,Production_rolling_max_1,34,1.0,-0.28820793878536904,causal,0
78,Rainfall,3,Factory_Issue_rolling_mean_1,46,1.0,-0.3019554343985619,causal,0
79,Rainfall,3,Factory_Issue_rolling_min_1,48,1.0,-0.3019554343985619,causal,0
80,Rainfall,3,Factory_Issue_rolling_max_1,49,1.0,-0.3019554343985619,causal,0
81,Rainfall,3,Delivery_rolling_mean_1,61,1.0,-0.31602336223010796,causal,0
82,Rainfall,3,Delivery_rolling_min_1,63,1.0,-0.31602336223010796,causal,0
83,Rainfall,3,Delivery_rolling_max_1,64,1.0,-0.31602336223010796,causal,0
84,Rainfall,3,quarter_sin,86,1.0,-0.4446547616060546,causal,0
85,Rainfall,3,holiday_name_Ashura,168,0.11558492777158719,0.11558492777158719,associated,0
86,Rainfall,3,holiday_name_Buddha Purnima,171,0.1064426171003882,0.1064426171003882,associated,0
87,Rainfall,3,category_weather_event,190,0.13974674883118451,0.13974674883118451,associated,0
88,Rainfall,3,scope_or_location_Chattogram division & south-east,191,0.13974674883118451,0.13974674883118451,associated,0
89,Rainfall,3,scope_or_location_Nationwide (strongest in Buddhist communities),193,0.1064426171003882,0.1064426171003882,associated,0
90,Sunshine,4,Temperature,6,0.2803812494075131,0.2803812494075131,associated,0
91,Sunshine,4,inventory_proxy,103,1.0,0.2255772059123386,causal,0
92,Humidity,5,Delivery,2,1.0,-0.2628412238278243,causal,0
93,Humidity,5,Rainfall,3,1.0,0.5306314466030435,causal,0
94,Humidity,5,Sunshine,4,1.0,-0.5845497289054039,causal,0
95,Humidity,5,Sales_lag_28,15,1.0,-0.2565873529419144,causal,0
96,Humidity,5,Sales_rolling_std_7,17,1.0,-0.3107878907499877,causal,0
97,Humidity,5,Sales_rolling_std_14,21,1.0,-0.3667743256237077,causal,0
98,Humidity,5,Sales_rolling_max_14,23,1.0,-0.34658120027617045,causal,0
99,Humidity,5,Sales_rolling_mean_30,24,1.0,-0.3169097936101891,causal,0
100,Humidity,5,Sales_rolling_std_30,25,1.0,-0.5345549266086018,causal,0
101,Humidity,5,Sales_rolling_max_30,27,1.0,-0.5624278064091217,causal,0
102,Humidity,5,Production_lag_14,30,1.0,-0.19356088709872693,causal,0
103,Humidity,5,Production_rolling_min_7,37,1.0,-0.29887160163797005,causal,0
104,Humidity,5,Factory_Issue_lag_14,45,1.0,-0.2602847070584949,causal,0
105,Humidity,5,Factory_Issue_rolling_min_7,52,1.0,-0.3198914162587112,causal,0
106,Humidity,5,Factory_Issue_rolling_max_14,57,1.0,-0.3314862302649325,causal,0
107,Humidity,5,Delivery_lag_14,60,1.0,-0.30195589352729163,causal,0
108,Humidity,5,Delivery_rolling_max_14,72,1.0,-0.33747678277303617,causal,0
109,Humidity,5,week_of_year_cos,83,0.3554254583254261,-0.3554254583254261,associated,0
110,Humidity,5,quarter_sin,86,0.3020230592229799,-0.3020230592229799,associated,0
111,Humidity,5,day_of_year_cos,89,1.0,-0.3557467474338454,causal,0
112,Temperature,6,Sunshine,4,0.2803812494075131,0.2803812494075131,associated,0
113,Temperature,6,BDT_USD,8,1.0,0.4644988519858598,causal,0
114,Temperature,6,Sales_lag_28,15,1.0,0.24263623241546217,causal,0
115,Temperature,6,Sales_rolling_mean_7,16,1.0,-0.42458446923082716,causal,0
116,Temperature,6,Sales_rolling_std_7,17,1.0,-0.3138586070888947,causal,0
117,Temperature,6,Sales_rolling_max_7,19,1.0,-0.35789880142107205,causal,0
118,Temperature,6,Sales_rolling_mean_14,20,1.0,-0.5874068562893975,causal,0
119,Temperature,6,Sales_rolling_std_14,21,1.0,-0.3846314001717263,causal,0
120,Temperature,6,Sales_rolling_max_14,23,1.0,-0.39149380118843563,causal,0
121,Temperature,6,Sales_rolling_mean_30,24,1.0,-0.6329630732210536,causal,0
122,Temperature,6,Production_rolling_mean_7,35,1.0,-0.3738822197430653,causal,0
123,Temperature,6,Production_rolling_std_7,36,1.0,-0.29419277862815557,causal,0
124,Temperature,6,Production_rolling_max_7,38,1.0,-0.3929353695871647,causal,0
125,Temperature,6,Production_rolling_mean_14,39,1.0,-0.4643862474396886,causal,0
126,Temperature,6,Production_rolling_std_14,40,1.0,-0.22906503810086903,causal,0
127,Temperature,6,Production_rolling_min_14,41,1.0,-0.3445973310153781,causal,0
128,Temperature,6,Production_rolling_max_14,42,1.0,-0.3362005927697015,causal,0
129,Temperature,6,Factory_Issue_lag_7,44,1.0,-0.2991720497654847,causal,0
130,Temperature,6,Factory_Issue_rolling_mean_7,50,1.0,-0.4359329658285372,causal,0
131,Temperature,6,Factory_Issue_rolling_std_7,51,1.0,-0.34161598832511036,causal,0
132,Temperature,6,Factory_Issue_rolling_min_7,52,1.0,-0.2977895973420033,causal,0
133,Temperature,6,Factory_Issue_rolling_max_7,53,1.0,-0.40417596527926264,causal,0
134,Temperature,6,Factory_Issue_rolling_mean_14,54,1.0,-0.48947212428950854,causal,0
135,Temperature,6,Factory_Issue_rolling_min_14,56,1.0,-0.3235162594727982,causal,0
136,Temperature,6,Delivery_rolling_mean_7,65,1.0,-0.45153353322944384,causal,0
137,Temperature,6,Delivery_rolling_std_7,66,1.0,-0.3580039378065807,causal,0
138,Temperature,6,Delivery_rolling_min_7,67,1.0,-0.3361327005087857,causal,0
139,Temperature,6,Delivery_rolling_max_7,68,1.0,-0.45638110434486656,causal,0
140,Temperature,6,Delivery_rolling_mean_14,69,1.0,-0.5499491067564275,causal,0
141,Temperature,6,Delivery_rolling_min_14,71,1.0,-0.49892755772799124,causal,0
142,Temperature,6,Delivery_rolling_max_14,72,1.0,-0.42240355247967976,causal,0
143,Temperature,6,week_of_year_cos,83,0.7404177170380408,-0.7404177170380408,associated,0
144,Temperature,6,month_cos,85,0.7663022580475972,-0.7663022580475972,associated,0
145,Temperature,6,quarter_sin,86,0.7428051575758504,-0.7428051575758504,associated,0
146,Temperature,6,quarter_cos,87,0.7274855316864011,-0.7274855316864011,associated,0
147,Temperature,6,day_of_year_cos,89,0.7409695968740068,-0.7409695968740068,associated,0
148,typical_rain_mm,7,Rainfall,3,1.0,0.20548289342558654,causal,0
149,typical_rain_mm,7,Sales_rolling_min_7,18,0.14306338770490362,-0.14306338770490362,associated,0
150,typical_rain_mm,7,holiday_type_Not a National Holiday,166,0.2380215418493319,0.2380215418493319,associated,0
151,typical_rain_mm,7,holiday_name_Ashura,168,0.2380215418493319,0.2380215418493319,associated,0
152,typical_rain_mm,7,holiday_name_Bank Holiday,169,0.2380215418493319,0.2380215418493319,associated,0
153,typical_rain_mm,7,holiday_name_Bengali New Year,170,0.2173712710952803,0.2173712710952803,associated,0
154,typical_rain_mm,7,holiday_name_Buddha Purnima,171,0.22715297829456788,0.22715297829456788,associated,0
155,typical_rain_mm,7,holiday_name_Independence Day,174,0.20758956389599267,0.20758956389599267,associated,0
156,typical_rain_mm,7,holiday_name_Jumatul Bidah,175,0.2173712710952803,0.2173712710952803,associated,0
157,typical_rain_mm,7,holiday_name_Labour Day,176,0.22715297829456788,0.22715297829456788,associated,0
158,typical_rain_mm,7,holiday_name_Language Martyrs' Day,177,0.20106842576313425,0.20106842576313425,associated,0
159,typical_rain_mm,7,holiday_name_Shab e-barat,178,0.20758956389599267,0.20758956389599267,associated,0
160,typical_rain_mm,7,holiday_name_Shab-e-Qadr,179,0.2173712710952803,0.2173712710952803,associated,0
161,typical_rain_mm,7,holiday_name_Sheikh Mujibur Rahman's birthday,180,0.20758956389599267,0.20758956389599267,associated,0
162,typical_rain_mm,7,category_bank_holiday,182,0.2380215418493319,0.2380215418493319,associated,0
163,typical_rain_mm,7,category_cultural_holiday,184,0.2173712710952803,0.2173712710952803,associated,0
164,typical_rain_mm,7,category_no_event,186,0.9211965195381078,-0.9211965195381078,associated,0
165,typical_rain_mm,7,category_religious_period,188,0.20758956389599267,0.20758956389599267,associated,0
166,typical_rain_mm,7,category_weather_event,190,0.2238924092281387,0.2238924092281387,associated,0
167,typical_rain_mm,7,scope_or_location_Chattogram division & south-east,191,0.2238924092281387,0.2238924092281387,associated,0
168,typical_rain_mm,7,scope_or_location_Nationwide (strongest in Buddhist communities),193,0.22715297829456788,0.22715297829456788,associated,0
169,typical_rain_mm,7,scope_or_location_Nationwide (strongest in cities),194,0.2173712710952803,0.2173712710952803,associated,0
170,typical_rain_mm,7,scope_or_location_Urban centres (esp. Dhaka),196,0.20106842576313425,0.20106842576313425,associated,0
171,typical_rain_mm,7,scope_or_location_nan,197,0.9211965195381078,-0.9211965195381078,associated,0
172,BDT_USD,8,Humidity,5,1.0,0.34459473514120775,causal,0
173,BDT_USD,8,Sales_rolling_mean_7,16,1.0,-0.4237382776922487,causal,0
174,BDT_USD,8,Sales_rolling_std_7,17,1.0,-0.3467758014716276,causal,0
175,BDT_USD,8,Sales_rolling_max_7,19,1.0,-0.39485533854929433,causal,0
176,BDT_USD,8,Sales_rolling_mean_14,20,1.0,-0.4947179312637161,causal,0
177,BDT_USD,8,Sales_rolling_std_14,21,1.0,-0.405969523275936,causal,0
178,BDT_USD,8,Sales_rolling_max_14,23,1.0,-0.3827856238145402,causal,0
179,BDT_USD,8,Sales_rolling_mean_30,24,1.0,-0.5978290379651925,causal,0
180,BDT_USD,8,Sales_rolling_std_30,25,1.0,-0.528209120880795,causal,0
181,BDT_USD,8,Sales_rolling_max_30,27,1.0,-0.4583754017960251,causal,0
182,BDT_USD,8,Production_rolling_mean_7,35,1.0,-0.28539307265891023,causal,0
183,BDT_USD,8,Production_rolling_min_7,37,1.0,-0.2971643670883007,causal,0
184,BDT_USD,8,Production_rolling_mean_14,39,1.0,-0.3907116116656195,causal,0
185,BDT_USD,8,Production_rolling_min_14,41,1.0,-0.400241186982853,causal,0
186,BDT_USD,8,Factory_Issue_rolling_mean_7,50,1.0,-0.35262845824454064,causal,0
187,BDT_USD,8,Factory_Issue_rolling_min_7,52,1.0,-0.298841372942367,causal,0
188,BDT_USD,8,Factory_Issue_rolling_max_7,53,1.0,-0.30039770571199265,causal,0
189,BDT_USD,8,Factory_Issue_rolling_mean_14,54,1.0,-0.42363730835149,causal,0
190,BDT_USD,8,Factory_Issue_rolling_min_14,56,1.0,-0.3277007811494534,causal,0
191,BDT_USD,8,Factory_Issue_rolling_max_14,57,1.0,-0.2757548804745524,causal,0
192,BDT_USD,8,Delivery_rolling_mean_7,65,1.0,-0.39562278229455217,causal,0
193,BDT_USD,8,Delivery_rolling_min_7,67,1.0,-0.27878345792259224,causal,0
194,BDT_USD,8,Delivery_rolling_max_7,68,1.0,-0.3783312564833138,causal,0
195,BDT_USD,8,Delivery_rolling_mean_14,69,1.0,-0.4752897569373928,causal,0
196,BDT_USD,8,Delivery_rolling_std_14,70,1.0,-0.2357653493406017,causal,0
197,BDT_USD,8,Delivery_rolling_min_14,71,1.0,-0.3481138278543729,causal,0
198,BDT_USD,8,Delivery_rolling_max_14,72,1.0,-0.39318559813330445,causal,0
199,BDT_USD,8,day_of_year_sin,88,1.0,-0.5047287923923436,causal,0
200,BDT_USD,8,inventory_proxy,103,1.0,-0.25768533778467967,causal,0
201,Sales_lag_1,9,Delivery,2,1.0,0.5735834726916947,causal,0
202,Sales_lag_1,9,Sales_lag_3,11,0.17798428130677973,-0.17798428130677973,associated,0
203,Sales_lag_1,9,inventory_proxy,103,1.0,-0.2735126030748958,causal,0
204,Sales_lag_2,10,Sales_lag_28,15,0.20687835254103937,-0.20687835254103937,associated,0
205,Sales_lag_2,10,Sales_rolling_mean_7,16,1.0,0.3596766243096757,causal,0
206,Sales_lag_2,10,Delivery_lag_1,58,1.0,0.5735834726916947,causal,0
207,Sales_lag_2,10,Sales_momentum_7,75,1.0,-0.4062145647549494,causal,0
208,Sales_lag_2,10,Sales_momentum_14,76,1.0,-0.33990660076929974,causal,0
209,Sales_lag_2,10,day_of_week_cos,79,1.0,-0.2415060642172016,causal,0
210,Sales_lag_3,11,Production,0,1.0,0.33506833975262285,causal,0
211,Sales_lag_3,11,BDT_USD,8,1.0,-0.22508095901785022,causal,0
212,Sales_lag_3,11,Sales_lag_1,9,0.17798428130677973,-0.17798428130677973,associated,0
213,Sales_lag_3,11,Sales_rolling_mean_7,16,1.0,0.339646708077423,causal,0
214,Sales_lag_3,11,Sales_rolling_std_7,17,1.0,0.34613437510197437,causal,0
215,Sales_lag_3,11,Sales_rolling_max_7,19,1.0,0.35690728345285894,causal,0
216,Sales_lag_3,11,Delivery_lag_14,60,0.16455986840405484,-0.16455986840405484,associated,0
217,Sales_lag_3,11,Delivery_rolling_mean_7,65,1.0,0.33862124360563167,causal,0
218,Sales_lag_7,12,Production,0,1.0,0.3655685198085865,causal,0
219,Sales_lag_7,12,Sales_lag_14,13,0.6050487299140972,0.6050487299140972,associated,0
220,Sales_lag_7,12,Sales_lag_21,14,0.5194751360054208,0.5194751360054208,associated,0
221,Sales_lag_7,12,Sales_lag_28,15,0.5436260770570547,0.5436260770570547,associated,0
222,Sales_lag_7,12,Sales_rolling_std_14,21,1.0,0.31940401368919036,causal,0
223,Sales_lag_7,12,Production_lag_7,29,1.0,0.4668245442063817,causal,0
224,Sales_lag_7,12,Factory_Issue_lag_7,44,1.0,0.45147934033552967,causal,0
225,Sales_lag_7,12,Delivery_lag_7,59,1.0,0.4173625288620611,causal,0
226,Sales_lag_7,12,Delivery_rolling_max_7,68,1.0,0.348699475026188,causal,0
227,Sales_lag_7,12,Sales_pct_change_1,73,1.0,0.5002255998181586,causal,0
228,Sales_lag_7,12,Sales_momentum_7,75,1.0,0.5838593881439753,causal,0
229,Sales_lag_7,12,Sales_momentum_14,76,1.0,0.5347893037943948,causal,0
230,Sales_lag_7,12,production_sales_ratio,100,1.0,-0.37020085467900266,causal,0
231,Sales_lag_7,12,delivery_sales_ratio,101,1.0,-0.37503632989524366,causal,0
232,Sales_lag_7,12,Sales,198,1.0,0.5840999955082725,causal,0
233,Sales_lag_14,13,Factory_Issue,1,1.0,0.21098723106916117,causal,0
234,Sales_lag_14,13,Sales_lag_7,12,0.6050487299140972,0.6050487299140972,associated,0
235,Sales_lag_14,13,Sales_lag_21,14,0.6251383248149737,0.6251383248149737,associated,0
236,Sales_lag_14,13,Sales_lag_28,15,0.5407911703612704,0.5407911703612704,associated,0
237,Sales_lag_14,13,Production_lag_7,29,0.4158408022330929,0.4158408022330929,associated,0
238,Sales_lag_14,13,Production_lag_14,30,1.0,0.5194902727003919,causal,0
239,Sales_lag_14,13,Factory_Issue_lag_14,45,1.0,0.5007736573019377,causal,0
240,Sales_lag_14,13,Factory_Issue_rolling_max_14,57,1.0,0.3171652550350191,causal,0
241,Sales_lag_14,13,Delivery_lag_14,60,1.0,0.4743863043787177,causal,0
242,Sales_lag_14,13,Sales_pct_change_1,73,1.0,0.4425257747460876,causal,0
243,Sales_lag_14,13,Sales_pct_change_7,74,1.0,0.33543013369251823,causal,0
244,Sales_lag_14,13,Sales_momentum_7,75,1.0,0.5696206861277667,causal,0
245,Sales_lag_14,13,Sales_momentum_14,76,1.0,0.5234037053697503,causal,0
246,Sales_lag_14,13,production_sales_ratio,100,1.0,-0.42204104911172385,causal,0
247,Sales_lag_14,13,delivery_sales_ratio,101,1.0,-0.4109581574588603,causal,0
248,Sales_lag_14,13,Sales,198,1.0,0.49014830853269636,causal,0
249,Sales_lag_21,14,Sales_lag_7,12,0.5194751360054208,0.5194751360054208,associated,0
250,Sales_lag_21,14,Sales_lag_14,13,0.6251383248149737,0.6251383248149737,associated,0
251,Sales_lag_21,14,Sales_lag_28,15,0.6427277909151886,0.6427277909151886,associated,0
252,Sales_lag_21,14,Production_lag_14,30,1.0,0.4704158011537574,causal,0
253,Sales_lag_21,14,Factory_Issue_lag_14,45,1.0,0.43141251593561764,causal,0
254,Sales_lag_21,14,Sales_pct_change_1,73,1.0,0.4342440423249546,causal,0
255,Sales_lag_21,14,Sales_momentum_7,75,1.0,0.5875523050393343,causal,0
256,Sales_lag_21,14,Sales_momentum_14,76,1.0,0.5848452592933931,causal,0
257,Sales_lag_21,14,production_sales_ratio,100,1.0,-0.4268819979186333,causal,0
258,Sales_lag_21,14,delivery_sales_ratio,101,1.0,-0.3753130216495588,causal,0
259,Sales_lag_21,14,Sales,198,1.0,0.5165358879061495,causal,0
260,Sales_lag_28,15,Sales_lag_2,10,0.20687835254103937,-0.20687835254103937,associated,0
261,Sales_lag_28,15,Sales_lag_7,12,0.5436260770570547,0.5436260770570547,associated,0
262,Sales_lag_28,15,Sales_lag_14,13,0.5407911703612704,0.5407911703612704,associated,0
263,Sales_lag_28,15,Sales_lag_21,14,0.6427277909151886,0.6427277909151886,associated,0
264,Sales_lag_28,15,Sales_rolling_max_30,27,1.0,0.3121523175853178,causal,0
265,Sales_lag_28,15,Delivery_lag_14,60,1.0,0.2622602726393754,causal,0
266,Sales_lag_28,15,Sales_pct_change_1,73,1.0,0.4231586767536775,causal,0
267,Sales_lag_28,15,Sales_momentum_7,75,1.0,0.5551797650496073,causal,0
268,Sales_lag_28,15,Sales_momentum_14,76,1.0,0.5577529569912429,causal,0
269,Sales_lag_28,15,delivery_sales_ratio,101,1.0,-0.3612621559122412,causal,0
270,Sales_lag_28,15,Sales,198,1.0,0.5038936749205583,causal,0
271,Sales_rolling_mean_7,16,Sales_rolling_mean_14,20,1.0,0.8632499323903084,causal,0
272,Sales_rolling_mean_7,16,Sales_rolling_mean_30,24,1.0,0.6997941829306923,causal,0
273,Sales_rolling_mean_7,16,Sales_rolling_std_30,25,0.5002331945703735,0.5002331945703735,associated,0
274,Sales_rolling_mean_7,16,Production_rolling_std_7,36,0.32342188046831716,0.32342188046831716,associated,0
275,Sales_rolling_mean_7,16,Factory_Issue_rolling_std_7,51,0.40629808419744823,0.40629808419744823,associated,0
276,Sales_rolling_mean_7,16,Delivery_rolling_std_7,66,0.4533468376686758,0.4533468376686758,associated,0
277,Sales_rolling_mean_7,16,Delivery_rolling_max_7,68,1.0,0.7175241915054436,causal,0
278,Sales_rolling_mean_7,16,Delivery_rolling_mean_14,69,1.0,0.646735183351998,causal,0
279,Sales_rolling_mean_7,16,Delivery_rolling_max_14,72,1.0,0.5120181731114389,causal,0
280,Sales_rolling_mean_7,16,inventory_proxy,103,0.2919114563130616,-0.2919114563130616,associated,0
281,Sales_rolling_std_7,17,Sales_rolling_mean_7,16,1.0,0.7365842310255029,causal,0
282,Sales_rolling_std_7,17,Sales_rolling_mean_14,20,1.0,0.6564805550000722,causal,0
283,Sales_rolling_std_7,17,Sales_rolling_std_14,21,1.0,0.8442767140368275,causal,0
284,Sales_rolling_std_7,17,Sales_rolling_max_14,23,1.0,0.8284450563833379,causal,0
285,Sales_rolling_std_7,17,Sales_rolling_mean_30,24,1.0,0.5731244236219163,causal,0
286,Sales_rolling_std_7,17,Sales_rolling_std_30,25,1.0,0.7098033188205598,causal,0
287,Sales_rolling_std_7,17,Sales_rolling_max_30,27,1.0,0.6419115882841969,causal,0
288,Sales_rolling_std_7,17,Production_rolling_min_7,37,1.0,0.4847793341868267,causal,0
289,Sales_rolling_std_7,17,Production_rolling_min_14,41,1.0,0.40291902577100447,causal,0
290,Sales_rolling_std_7,17,Production_rolling_max_14,42,1.0,0.43846052289771675,causal,0
291,Sales_rolling_std_7,17,Factory_Issue_rolling_std_7,51,1.0,0.4443686585541367,causal,0
292,Sales_rolling_std_7,17,Factory_Issue_rolling_max_7,53,1.0,0.6363107765474061,causal,0
293,Sales_rolling_std_7,17,Factory_Issue_rolling_max_14,57,1.0,0.5132312647421893,causal,0
294,Sales_rolling_std_7,17,Delivery_lag_7,59,1.0,0.33704814522674176,causal,0
295,Sales_rolling_std_7,17,Delivery_rolling_mean_7,65,1.0,0.7110981033848002,causal,0
296,Sales_rolling_std_7,17,Delivery_rolling_std_7,66,1.0,0.49161973597431236,causal,0
297,Sales_rolling_std_7,17,Delivery_rolling_max_7,68,1.0,0.7660177428084884,causal,0
298,Sales_rolling_std_7,17,Delivery_rolling_mean_14,69,1.0,0.5915236232335427,causal,0
299,Sales_rolling_std_7,17,Delivery_rolling_min_14,71,1.0,0.49071804097630417,causal,0
300,Sales_rolling_std_7,17,Delivery_rolling_max_14,72,1.0,0.606693957100683,causal,0
301,Sales_rolling_std_7,17,inventory_proxy,103,0.28953009270515634,-0.28953009270515634,associated,0
302,Sales_rolling_min_7,18,Rainfall,3,0.22815510122701682,-0.22815510122701682,associated,0
303,Sales_rolling_min_7,18,typical_rain_mm,7,0.14306338770490362,-0.14306338770490362,associated,0
304,Sales_rolling_min_7,18,Sales_pct_change_1,73,0.17447955353336383,0.17447955353336383,associated,0
305,Sales_rolling_min_7,18,holiday_type_National Holiday,165,0.13483442614739824,-0.13483442614739824,associated,0
306,Sales_rolling_max_7,19,Sales_rolling_mean_7,16,1.0,0.892941549621529,causal,0
307,Sales_rolling_max_7,19,Sales_rolling_std_7,17,1.0,0.9175279337832164,causal,0
308,Sales_rolling_max_7,19,Sales_rolling_mean_14,20,1.0,0.7681902627744072,causal,0
309,Sales_rolling_max_7,19,Sales_rolling_std_14,21,1.0,0.7450362040984888,causal,0
310,Sales_rolling_max_7,19,Sales_rolling_max_14,23,1.0,0.7998015966789875,causal,0
