Source,Target,Weight,Lag,Edge_Type
Production_lag_2,Delivery,0.06811558066173229,2,lagged
Sunshine_lag_4,Humidity,0.06780593975075237,4,lagged
Rainfall_lag_2,Rainfall,0.06738923478760771,2,lagged
typical_rain_mm_lag_4,BDT_USD,-0.06698328036364139,4,lagged
Delivery_lag_4,Rainfall,0.06670289717036472,4,lagged
typical_rain_mm_lag_5,BDT_USD,-0.0661171830046855,5,lagged
typical_rain_mm_lag_2,BDT_USD,0.06499188924024481,2,lagged
Factory_Issue_lag_1,typical_rain_mm,-0.06468495683697298,1,lagged
Temperature_lag_2,Humidity,-0.06424563316549049,2,lagged
Sales_lag_4,Factory_Issue,0.06367151790591181,4,lagged
Sales_lag_3,Factory_Issue,-0.06298407792813329,3,lagged
Production_lag_5,Factory_Issue,0.06292844499581614,5,lagged
Sales_lag_3,Rainfall,0.0623503054874059,3,lagged
Sales_lag_5,Sales,0.06155269894171166,5,lagged
Sales_lag_3,Production,-0.06121054607244441,3,lagged
BDT_USD_lag_1,Temperature,0.061019402294477276,1,lagged
Production_lag_4,Delivery,0.060374853658451334,4,lagged
Factory_Issue_lag_4,Rainfall,0.06025085596310587,4,lagged
Sales_lag_2,typical_rain_mm,0.059970986336936025,2,lagged
Humidity_lag_5,Humidity,-0.05967781102891434,5,lagged
Delivery_lag_3,Production,0.05929792177363867,3,lagged
Sunshine_lag_5,typical_rain_mm,0.05858675541673698,5,lagged
typical_rain_mm_lag_1,Humidity,0.057955040559480586,1,lagged
Factory_Issue_lag_5,Rainfall,0.05770505920150063,5,lagged
Sunshine_lag_4,typical_rain_mm,0.057296489210345566,4,lagged
Sunshine_lag_3,Humidity,-0.05720488371460974,3,lagged
Production_lag_3,Factory_Issue,0.05592960517073703,3,lagged
BDT_USD_lag_1,Sunshine,-0.055759178399756776,1,lagged
Temperature_lag_4,Temperature,0.05528894907785481,4,lagged
Delivery_lag_3,typical_rain_mm,0.05507216725066855,3,lagged
typical_rain_mm_lag_3,typical_rain_mm,0.05483143603216846,3,lagged
Factory_Issue_lag_4,Delivery,-0.05375449613630405,4,lagged
Humidity_lag_4,typical_rain_mm,-0.05365642650364139,4,lagged
BDT_USD_lag_3,Rainfall,0.0534747632680422,3,lagged
Temperature_lag_3,Sales,0.05285598439042895,3,lagged
typical_rain_mm_lag_3,Humidity,0.051789116699229615,3,lagged
Sunshine_lag_2,Temperature,0.05111294904934357,2,lagged
Sales_lag_5,BDT_USD,0.05039745119737955,5,lagged
Sunshine_lag_5,BDT_USD,-0.04933645844254316,5,lagged
Delivery_lag_4,Production,0.049184056202330524,4,lagged
Humidity_lag_2,Sales,-0.048993420033054035,2,lagged
Production_lag_4,Production,-0.04867304922671842,4,lagged
Rainfall_lag_3,Temperature,-0.04764911509544943,3,lagged
Sunshine_lag_3,Temperature,-0.04729925452772495,3,lagged
Delivery_lag_2,Humidity,0.04679911900026403,2,lagged
Delivery_lag_2,typical_rain_mm,0.04654328244534536,2,lagged
Factory_Issue_lag_3,Humidity,-0.04626623405256624,3,lagged
Delivery_lag_5,Factory_Issue,-0.04539713444376828,5,lagged
Humidity_lag_4,Factory_Issue,-0.04392682718135658,4,lagged
BDT_USD_lag_1,typical_rain_mm,-0.043340648615235323,1,lagged
Humidity_lag_4,Sales,0.0432599564390221,4,lagged
Sunshine_lag_3,Rainfall,0.04310994665054884,3,lagged
Sunshine_lag_2,Rainfall,0.04205151471470692,2,lagged
Delivery_lag_5,typical_rain_mm,0.04162892453381578,5,lagged
typical_rain_mm_lag_5,Sunshine,0.04148503201689664,5,lagged
Sales_lag_1,typical_rain_mm,-0.04092915499749087,1,lagged
BDT_USD_lag_4,Humidity,-0.04056845064526207,4,lagged
Factory_Issue_lag_1,Humidity,-0.03917379203453424,1,lagged
Factory_Issue_lag_2,Rainfall,-0.03854906886325644,2,lagged
Sales_lag_5,Factory_Issue,-0.038314242217559684,5,lagged
BDT_USD_lag_3,Sales,-0.03818283446925302,3,lagged
Factory_Issue_lag_4,Humidity,0.037968698474974194,4,lagged
Rainfall_lag_3,Humidity,-0.03796220954315822,3,lagged
Rainfall_lag_4,Temperature,0.03585521515092916,4,lagged
Humidity_lag_3,Sales,-0.03494245981296858,3,lagged
BDT_USD_lag_4,Rainfall,-0.03451672163383765,4,lagged
Rainfall_lag_5,Humidity,0.033891699100847786,5,lagged
Sales_lag_2,Factory_Issue,0.03377969887595844,2,lagged
Sales_lag_4,Delivery,0.03374580043297061,4,lagged
BDT_USD_lag_3,typical_rain_mm,-0.03321546681225603,3,lagged
Humidity_lag_3,Factory_Issue,0.032958995193774356,3,lagged
Production_lag_1,Rainfall,-0.03262006535711993,1,lagged
Rainfall_lag_5,Temperature,0.031934950393903004,5,lagged
typical_rain_mm_lag_4,Humidity,-0.03157037915754452,4,lagged
Humidity_lag_5,Sales,0.03126646616209891,5,lagged
Factory_Issue_lag_5,Factory_Issue,-0.03116497168622312,5,lagged
Rainfall_lag_2,Humidity,0.03028596048330882,2,lagged
Temperature_lag_5,Temperature,-0.030222728482780504,5,lagged
BDT_USD_lag_5,Sales,-0.029728054147548835,5,lagged
Sales_lag_3,typical_rain_mm,0.02965294772045488,3,lagged
Rainfall_lag_2,Temperature,0.028608287398219297,2,lagged
Sales_lag_2,Rainfall,-0.02851260756507415,2,lagged
Sunshine_lag_5,Rainfall,0.028036814964040993,5,lagged
Production_lag_5,Delivery,0.027954427586067858,5,lagged
Sales_lag_4,Rainfall,-0.0279131473192554,4,lagged
BDT_USD_lag_2,Rainfall,-0.027394825675360515,2,lagged
BDT_USD_lag_4,typical_rain_mm,-0.025620782515447523,4,lagged
BDT_USD_lag_2,Delivery,-0.024760216962577648,2,lagged
Sunshine_lag_2,Humidity,0.0246536810015263,2,lagged
Rainfall_lag_3,Sales,0.024268966004071663,3,lagged
Rainfall_lag_1,Temperature,0.02406751003846576,1,lagged
typical_rain_mm_lag_2,Humidity,-0.023705861178767457,2,lagged
Humidity_lag_5,Factory_Issue,0.02364606426454024,5,lagged
Sunshine_lag_2,Production,-0.02349065822147321,2,lagged
Sales_lag_2,Temperature,-0.022566391412081954,2,lagged
BDT_USD_lag_2,Temperature,-0.02252646847077133,2,lagged
typical_rain_mm_lag_4,Temperature,0.02251539804748561,4,lagged
BDT_USD_lag_3,Temperature,-0.02107738030767229,3,lagged
BDT_USD_lag_4,Sales,0.020810042953854836,4,lagged
Rainfall_lag_3,Factory_Issue,0.020432424931550154,3,lagged
Factory_Issue_lag_4,Factory_Issue,0.02041993442092952,4,lagged
BDT_USD_lag_3,Delivery,-0.01972564323524324,3,lagged
Sunshine_lag_4,Factory_Issue,-0.019331949942425444,4,lagged
typical_rain_mm_lag_2,Sales,0.01924181261862931,2,lagged
Sunshine_lag_5,Temperature,-0.01853821126998484,5,lagged
typical_rain_mm_lag_2,Delivery,-0.01829769989452555,2,lagged
BDT_USD_lag_5,Factory_Issue,-0.01825137940132318,5,lagged
Humidity_lag_2,Factory_Issue,-0.018139862614178853,2,lagged
typical_rain_mm_lag_3,Factory_Issue,-0.018033087644972218,3,lagged
Rainfall_lag_4,Factory_Issue,-0.017627902602606663,4,lagged
Delivery_lag_1,Temperature,0.017037314651676565,1,lagged
BDT_USD_lag_2,Sales,-0.016894869329881927,2,lagged
Sales_lag_1,Temperature,-0.01655505020088938,1,lagged
typical_rain_mm_lag_4,Factory_Issue,0.015763200606108668,4,lagged
Sunshine_lag_2,Factory_Issue,0.014127835909169491,2,lagged
typical_rain_mm_lag_1,Temperature,-0.01320907090029776,1,lagged
BDT_USD_lag_5,Production,-0.01295311869078296,5,lagged
Sunshine_lag_5,Sales,-0.01254076843068571,5,lagged
BDT_USD_lag_5,Humidity,0.01166792843788909,5,lagged
Production_lag_1,Temperature,0.011598254116321198,1,lagged
Temperature_lag_2,Delivery,0.009849419043600012,2,lagged
BDT_USD_lag_5,Temperature,0.009774025531573916,5,lagged
Rainfall_lag_4,Delivery,0.009167013143090902,4,lagged
Delivery_lag_3,Sunshine,-0.008981177516254612,3,lagged
Humidity_lag_4,Delivery,0.008652617489322686,4,lagged
Sunshine_lag_2,Delivery,0.008542468757615647,2,lagged
Temperature_lag_4,Factory_Issue,-0.007457004900424363,4,lagged
Sales_lag_4,Temperature,0.005708472383630683,4,lagged
Sunshine_lag_5,Delivery,-0.005183715677943842,5,lagged
